,sur_place,livraison,semaine,jour,year,month,date,time,icon,precipintensity,temperature,humidity,pressure,vrai,predict
5170,Livraison,KM,5,4,2018,2,2,1517598000,cloudy,0.0,4.19,0.72,1011.64,0.0,-8.370492063492064
5377,Livraison,AlloResto,3,4,2018,2,14,1518634800,cloudy,0.0,3.31,0.75,1017.25,0.0,0.0
12327,À emporter,KM,2,2,2019,4,2,1554199200,partly-cloudy-day,0.0,18.07,0.3,1012.1,0.0,-0.4055238095238095
2052,Livraison,KM LIVRAISON,3,4,2017,5,24,1495648800,partly-cloudy-day,0.0,24.31,0.45,1019.42,26.0,23.48092857142857
2826,Sur place,,6,2,2017,7,22,1500717600,cloudy,0.0,25.91,0.59,1013.59,59.0,45.877087301587295
3774,À emporter,,7,3,2017,10,29,1509289200,cloudy,0.0,12.79,0.71,1020.82,0.0,1.0060714285714285
5200,Livraison,Foodora,7,4,2018,2,4,1517770800,cloudy,0.0,4.05,0.7,1016.33,0.0,0.0
1660,Livraison,Deliveroo,4,3,2017,4,27,1493301600,partly-cloudy-day,0.0,10.18,0.53,1014.11,1.0,3.546523809523809
9912,,,1,4,2018,10,22,1540231200,clear-night,0.0,14.99,0.38,1026.07,-10.0,-2.4408571428571424
1321,Livraison,UberEats,1,4,2017,4,3,1491242400,partly-cloudy-day,0.0,18.26,0.51,1020.94,27.0,19.482976190476194
9255,Livraison,UberEats,3,2,2018,9,12,1536746400,clear-day,0.0,29.08,0.33,1022.57,0.0,0.0
12918,Sur place,,5,2,2019,5,10,1557482400,partly-cloudy-day,0.0,17.89,0.53,1012.39,0.0,-0.11
8325,Livraison,Foodora,3,2,2018,7,25,1532512800,partly-cloudy-day,0.0,29.78,0.42,1014.65,0.0,0.0
7768,Sur place,,7,4,2018,6,24,1529863200,clear-day,,23.27,0.35,,0.0,0.0
4289,Limonade,,4,2,2017,12,7,1512644400,clear-day,0.0,8.76,0.67,1027.12,0.0,0.0
5527,Livraison,UberEats,4,4,2018,2,22,1519326000,cloudy,0.0,0.84,0.62,1011.78,0.0,0.0
13258,Livraison,KM,6,4,2019,6,1,1559412000,clear-day,0.0,29.18,0.28,1018.45,0.0,0.0
7666,Livraison,AlloResto,1,4,2018,6,18,1529344800,partly-cloudy-day,,22.83,0.54,,0.0,0.0
12963,Livraison,Deliveroo,1,2,2019,5,13,1557741600,clear-day,0.0,14.47,0.47,1025.01,0.0,-0.1
1703,À emporter,,7,4,2017,4,30,1493575200,partly-cloudy-day,0.0,14.5,0.52,1006.0,13.0,9.661428571428571
10119,Livraison,UberEats,7,4,2018,11,4,1541358000,partly-cloudy-night,0.0,9.18,0.88,1011.09,0.0,0.0
4142,Livraison,KM,7,4,2017,11,26,1511722800,partly-cloudy-night,0.0,2.12,0.85,1031.97,0.0,-7.903063492063493
8195,,,2,4,2018,7,17,1531850400,clear-day,0.0,28.01,0.38,1016.56,-10.0,-2.1172373737373738
8681,Livraison,Deliveroo,7,4,2018,8,12,1534096800,partly-cloudy-day,0.0,30.57,0.35,1012.85,0.0,0.0
3253,Sur place,,3,4,2017,9,6,1504720800,partly-cloudy-day,0.0,18.25,0.56,1021.87,0.0,2.381047619047619
11593,Sur place,,2,2,2019,2,12,1549969200,partly-cloudy-day,0.0,5.68,0.76,1034.97,0.0,-0.419
7967,Livraison,KM,4,2,2018,7,5,1530784800,partly-cloudy-day,,24.39,0.52,,0.0,-0.8941666666666667
7058,,,5,2,2018,5,18,1526637600,cloudy,0.0,17.04,0.72,1019.73,-1.0,-1.5025396825396826
1986,Livraison,KM CLICK & COLLECT,5,4,2017,5,19,1495216800,partly-cloudy-day,0.52,14.11,0.7,1018.72,4.0,4.447444444444444
8830,Livraison,AlloResto,7,4,2018,8,19,1534701600,partly-cloudy-day,0.0,28.21,0.32,1019.94,0.0,0.0
6482,À emporter,KM,7,4,2018,4,15,1523815200,partly-cloudy-day,0.0,17.89,0.56,1011.26,0.0,0.0
10580,Livraison,UberEats,7,4,2018,12,2,1543777200,rain,0.6,10.64,0.88,1016.21,0.0,0.0
12410,Livraison,KM,6,4,2019,4,6,1554573600,partly-cloudy-day,0.1,10.77,0.69,1003.46,0.0,0.0
12039,Limonade,,2,4,2019,3,12,1552417200,partly-cloudy-night,0.0,13.88,0.28,1017.54,0.0,0.0
10035,Limonade,,2,4,2018,10,30,1540926000,partly-cloudy-night,0.0,6.88,0.73,1010.3,0.0,0.0
7756,Sur place,UberEats,6,4,2018,6,23,1529776800,clear-day,,22.83,0.36,,0.0,0.0
8618,Livraison,KM,4,2,2018,8,9,1533808800,partly-cloudy-day,0.01,20.16,0.81,1013.94,0.0,-0.31983333333333336
13006,À emporter,,4,2,2019,5,16,1558000800,partly-cloudy-day,0.0,14.86,0.45,1011.96,0.0,-0.013333333333333332
11418,À emporter,,4,3,2019,1,31,1548946800,rain,0.6,7.91,0.66,994.19,0.0,0.0
11661,Livraison,Deliveroo,6,4,2019,2,16,1550343600,clear-night,0.0,12.7,0.32,1028.08,0.0,0.0
2578,Livraison,KM LIVRAISON,1,4,2017,7,3,1499104800,partly-cloudy-day,0.0,24.7,0.47,1021.41,25.0,21.273166666666665
5516,Livraison,UberEats,4,2,2018,2,22,1519297200,cloudy,0.0,1.22,0.65,1010.97,0.0,0.0
6560,Sur place,,5,2,2018,4,20,1524218400,clear-day,0.0,23.4,0.44,1023.31,0.0,0.0
9571,À emporter,,1,2,2018,10,1,1538388000,cloudy,0.13,13.12,0.65,1019.33,0.0,0.0
884,Livraison,UberEats,7,4,2017,3,5,1488740400,rain,0.84,6.91,0.86,1011.76,19.0,37.30879004329005
1147,Livraison,KM LIVRAISON,4,2,2017,3,23,1490266800,partly-cloudy-day,0.0,15.56,0.57,1008.09,2.0,4.426285714285713
13236,Sur place,,5,3,2019,5,31,1559311200,partly-cloudy-day,0.0,24.99,0.38,1023.32,0.0,-0.20800000000000002
13164,Livraison,Deliveroo,7,3,2019,5,26,1558879200,partly-cloudy-day,0.0,23.33,0.36,1015.1,0.0,0.0
495,Livraison,AlloResto,3,2,2017,2,8,1486551600,cloudy,0.0,7.31,0.74,1020.44,1.0,2.484896825396825
3890,Sur place,,2,3,2017,11,7,1510066800,cloudy,0.0,7.42,0.68,1018.87,0.0,1.1372380952380954
975,Livraison,Foodora Click&Collect,6,4,2017,3,11,1489258800,partly-cloudy-night,0.0,13.95,0.52,1015.55,0.0,16.51279365079365
986,Livraison,KM LIVRAISON,7,4,2017,3,12,1489345200,partly-cloudy-night,0.0,13.69,0.7,1013.57,25.0,32.604759740259745
12251,Livraison,Deliveroo,4,2,2019,3,28,1553770800,clear-day,0.0,12.33,0.47,1029.93,0.0,0.0
1553,À emporter,,4,3,2017,4,20,1492696800,clear-day,0.0,12.89,0.34,1029.48,-1.0,1.9761111111111112
11077,Sur place,,1,3,2019,1,7,1546873200,cloudy,0.0,4.83,0.61,1033.98,0.0,-0.05333333333333333
11717,Livraison,Deliveroo,3,2,2019,2,20,1550660400,partly-cloudy-day,0.0,11.51,0.59,1024.45,0.0,0.0
13560,À emporter,Deliveroo,5,4,2019,6,21,1561140000,partly-cloudy-day,0.04,23.3,0.65,1016.19,0.0,0.0
1169,Livraison,Foodora,5,3,2017,3,24,1490367600,partly-cloudy-day,0.0,11.91,0.79,1020.01,5.0,6.255928571428573
9835,Sur place,,3,2,2018,10,17,1539770400,clear-day,0.0,18.84,0.56,1017.41,0.0,0.0
1293,Livraison,Foodora,6,4,2017,4,1,1491069600,partly-cloudy-day,0.0,10.53,0.81,1016.04,41.0,32.07158730158729
6103,À emporter,,7,3,2018,3,25,1521986400,partly-cloudy-day,0.0,15.04,0.44,1006.97,0.0,0.0
5749,À emporter,,3,4,2018,3,7,1520449200,partly-cloudy-night,0.0,6.09,0.75,1007.79,0.0,0.0
6078,Limonade,,5,4,2018,3,23,1521831600,partly-cloudy-night,0.0,5.51,0.71,1005.02,0.0,0.0
5656,Livraison,Deliveroo,5,4,2018,3,2,1520017200,clear-night,0.0,7.01,0.65,997.54,0.0,0.0
6665,Livraison,AlloResto,4,4,2018,4,26,1524765600,partly-cloudy-day,0.0,15.24,0.46,1018.36,0.0,0.0
11406,À emporter,,3,3,2019,1,30,1548860400,cloudy,0.09,5.83,0.51,1003.73,0.0,0.0
3056,Sur place,,2,2,2017,8,15,1502791200,cloudy,0.0,27.52,0.39,1017.88,0.0,11.119047619047619
3782,Livraison,,7,4,2017,10,29,1509303600,cloudy,0.0,11.16,0.84,1020.18,0.0,-1.6564761904761902
582,Livraison,Foodora,2,2,2017,2,14,1487070000,clear-day,0.0,9.85,0.65,1028.05,17.0,3.4872222222222224
868,Sur place,,6,3,2017,3,4,1488639600,rain,0.22,7.82,0.79,998.58,9.0,2.797428571428572
8440,Livraison,UberEats,2,3,2018,7,31,1533045600,clear-day,0.0,34.22,0.36,1016.11,0.0,0.0
1045,Sur place,,4,3,2017,3,16,1489676400,clear-day,0.0,20.17,0.42,1020.74,0.0,0.6353968253968254
6031,Livraison,AlloResto,3,2,2018,3,21,1521630000,partly-cloudy-day,0.0,5.96,0.45,1023.46,0.0,0.0
3707,Limonade,,1,4,2017,10,23,1508781600,cloudy,0.0,11.53,0.79,1027.17,0.0,0.0
9641,Livraison,UberEats,4,4,2018,10,4,1538676000,clear-night,0.0,16.28,0.64,1022.36,0.0,0.0
1219,Livraison,KM LIVRAISON,1,4,2017,3,27,1490637600,partly-cloudy-night,0.0,16.55,0.51,1020.7,10.0,17.62384126984127
12050,Livraison,UberEats,3,3,2019,3,13,1552489200,partly-cloudy-day,0.13,8.57,0.62,1019.44,0.0,0.0
5080,À emporter,,1,2,2018,1,29,1517223600,cloudy,0.0,9.33,0.81,1036.78,0.0,0.0
11248,Sur place,,6,3,2019,1,19,1547910000,partly-cloudy-day,0.0,3.78,0.73,1012.84,0.0,-0.049555555555555554
7146,Livraison,Deliveroo,2,4,2018,5,22,1527012000,cloudy,,18.51,0.68,,0.0,0.0
10767,Livraison,Deliveroo,5,2,2018,12,14,1544785200,partly-cloudy-day,0.0,1.13,0.75,1017.37,0.0,0.0
7101,Livraison,KM,7,3,2018,5,20,1526824800,partly-cloudy-day,,23.39,0.41,,0.0,0.0
7825,Sur place,,3,4,2018,6,27,1530122400,clear-day,,27.83,0.35,,0.0,0.0
8889,Livraison,KM,3,4,2018,8,22,1534960800,partly-cloudy-day,0.21,29.17,0.42,1016.13,0.0,-6.177412698412698
5242,Limonade,,3,2,2018,2,7,1518001200,cloudy,0.0,1.16,0.77,1015.02,0.0,0.0
10468,À emporter,,1,2,2018,11,26,1543230000,cloudy,0.09,7.15,0.83,1006.32,0.0,-0.05
12907,À emporter,,4,4,2019,5,9,1557424800,partly-cloudy-day,0.11,16.27,0.6,1009.2,0.0,-0.3561904761904762
7867,À emporter,,6,2,2018,6,30,1530352800,clear-day,,28.84,0.43,,0.0,0.0
10627,Livraison,UberEats,3,3,2018,12,5,1544022000,partly-cloudy-day,0.0,12.95,0.67,1021.67,0.0,0.0
8432,Livraison,Foodora,2,2,2018,7,31,1533031200,clear-day,0.0,30.07,0.43,1017.6,0.0,0.0
11849,Livraison,UberEats,4,2,2019,2,28,1551351600,partly-cloudy-day,0.0,16.96,0.37,1026.01,0.0,0.0
2313,Livraison,Foodora,1,4,2017,6,12,1497290400,partly-cloudy-day,0.0,26.5,0.61,1016.16,25.0,17.655301587301587
5837,À emporter,,1,4,2018,3,12,1520881200,cloudy,0.0,10.1,0.7,1007.36,0.0,0.0
11063,À emporter,,7,4,2019,1,6,1546801200,cloudy,0.0,3.65,0.78,1035.21,-7.0,-0.08666666666666666
10941,Livraison,Deliveroo,5,2,2018,12,28,1545994800,cloudy,0.0,3.14,0.94,1029.45,0.0,0.0
7889,Sur place,,7,3,2018,7,1,1530453600,clear-day,,34.26,0.25,,0.0,0.0
8534,Livraison,Foodora,6,4,2018,8,4,1533405600,partly-cloudy-day,0.0,35.21,0.27,1015.91,0.0,0.0
2925,À emporter,,2,4,2017,8,1,1501610400,partly-cloudy-day,0.0,28.43,0.56,1014.58,0.0,1.7715
3616,Livraison,KM,1,4,2017,10,16,1508176800,clear-night,0.0,20.34,0.45,1023.91,0.0,-5.9347619047619045
4368,À emporter,,2,2,2017,12,12,1513076400,partly-cloudy-day,0.0,5.27,0.8,1015.44,0.0,1.1153333333333333
7770,,,1,2,2018,6,25,1529920800,clear-day,,22.83,0.43,,-1.0,-0.23600000000000002
6239,Livraison,UberEats,7,4,2018,4,1,1522605600,cloudy,0.0,11.2,0.42,1015.34,0.0,0.0
8297,À emporter,,1,4,2018,7,23,1532368800,clear-day,0.0,29.02,0.37,1014.52,0.0,0.0
13503,Sur place,,1,4,2019,6,17,1560794400,partly-cloudy-day,0.0,27.11,0.39,1015.5,0.0,-4.562309523809525
9410,À emporter,KM,5,3,2018,9,21,1537538400,partly-cloudy-day,0.01,29.01,0.28,1017.0,0.0,0.0
8532,Livraison,AlloResto,6,4,2018,8,4,1533405600,partly-cloudy-day,0.0,35.21,0.27,1015.91,0.0,0.0
2611,Sur place,,4,3,2017,7,6,1499349600,clear-day,0.0,33.56,0.26,1015.82,0.0,1.2198095238095241
5134,Livraison,UberEats,3,4,2018,1,31,1517425200,cloudy,0.0,8.91,0.73,1013.34,0.0,0.0
402,Livraison,UberEats,3,2,2017,2,1,1485946800,partly-cloudy-day,0.0,14.48,0.68,1015.88,3.0,5.415
3849,À emporter,,6,2,2017,11,4,1509793200,partly-cloudy-day,0.0,17.94,0.63,1012.81,0.0,8.459571428571428
11357,Sur place,,6,4,2019,1,26,1548529200,cloudy,0.0,4.53,0.79,1013.37,0.0,-2.183494505494505
11410,À emporter,,3,4,2019,1,30,1548874800,partly-cloudy-night,0.13,4.53,0.57,1003.34,-8.0,-1.4651428571428573
12625,Livraison,UberEats,7,2,2019,4,21,1555840800,cloudy,0.0,16.83,0.53,1017.57,0.0,0.0
8956,Sur place,,7,4,2018,8,26,1535306400,clear-day,0.0,21.62,0.29,1015.48,0.0,0.0
11890,À emporter,,6,4,2019,3,2,1551553200,partly-cloudy-night,0.01,8.5,0.8,1022.39,0.0,-1.5456666666666665
8075,Sur place,,2,4,2018,7,10,1531245600,clear-day,,26.28,0.36,,0.0,0.0
9572,À emporter,,1,2,2018,10,1,1538388000,cloudy,0.13,13.12,0.65,1019.33,0.0,0.0
9077,Sur place,,6,3,2018,9,1,1535810400,partly-cloudy-day,0.0,23.53,0.41,1020.45,0.0,0.0
5560,À emporter,,6,4,2018,2,24,1519498800,clear-night,0.0,2.16,0.68,1013.11,0.0,0.0
11726,Livraison,Deliveroo,3,4,2019,2,20,1550689200,clear-night,0.0,8.2,0.66,1025.77,0.0,0.0
7755,Livraison,UberEats,6,4,2018,6,23,1529776800,clear-day,,22.83,0.36,,0.0,0.0
4781,Livraison,AlloResto,5,2,2018,1,12,1515754800,cloudy,0.0,6.2,0.87,1023.73,0.0,0.0
4667,Livraison,AlloResto,5,4,2018,1,5,1515178800,cloudy,0.0,12.63,0.72,1004.84,0.0,0.0
3518,Livraison,KM,7,4,2017,10,8,1507485600,cloudy,0.0,13.98,0.75,1022.06,0.0,-4.976142857142857
12609,Limonade,,6,3,2019,4,20,1555768800,partly-cloudy-day,0.0,24.08,0.26,1021.46,0.0,0.0
13672,À emporter,,6,4,2019,6,29,1561831200,clear-day,0.0,36.4,0.29,1014.4,-7.0,-1.669848484848485
11477,Livraison,UberEats,1,4,2019,2,4,1549306800,cloudy,0.0,2.0,0.76,1028.56,0.0,0.0
11152,Sur place,,6,4,2019,1,12,1547319600,cloudy,0.01,5.2,0.88,1027.94,0.0,-6.294468253968253
11588,Sur place,,1,4,2019,2,11,1549911600,cloudy,0.13,5.66,0.83,1030.8,0.0,-6.834119047619048
12033,À emporter,,2,3,2019,3,12,1552402800,partly-cloudy-day,0.0,15.3,0.18,1018.05,0.0,0.0
5143,Sur place,,4,3,2018,2,1,1517497200,partly-cloudy-day,0.0,8.62,0.51,1007.36,0.0,0.0
10486,,,2,2,2018,11,27,1543316400,partly-cloudy-day,0.03,8.13,0.73,1019.99,-2.0,-0.9013968253968255
9260,Livraison,UberEats,3,3,2018,9,12,1536760800,clear-day,0.0,32.19,0.28,1020.37,0.0,-0.00857142857142857
12304,Sur place,,7,3,2019,3,31,1554040800,partly-cloudy-day,0.0,20.8,0.27,1016.78,0.0,0.0
13146,Limonade,,6,2,2019,5,25,1558778400,partly-cloudy-day,0.02,22.64,0.46,1015.95,0.0,-0.02333333333333333
11026,Sur place,,4,4,2019,1,3,1546542000,clear-night,0.0,1.86,0.59,1036.11,0.0,-0.9059841269841269
12905,À emporter,UberEats,4,4,2019,5,9,1557424800,partly-cloudy-day,0.11,16.27,0.6,1009.2,0.0,0.0
5775,À emporter,,5,2,2018,3,9,1520593200,cloudy,0.0,14.54,0.54,1011.03,0.0,0.0
12342,Limonade,,2,4,2019,4,2,1554228000,cloudy,0.01,15.46,0.39,1009.81,0.0,0.0
7615,Livraison,UberEats,5,3,2018,6,15,1529071200,partly-cloudy-day,,24.27,0.46,,0.0,0.0
2989,À emporter,,2,4,2017,8,8,1502215200,partly-cloudy-day,0.0,20.99,0.66,1015.09,0.0,8.578142857142858
103,Sur place,,2,3,2017,1,10,1484060400,cloudy,0.0,3.91,0.85,1012.43,1.0,0.22195238095238096
10506,Livraison,Deliveroo,3,2,2018,11,28,1543402800,cloudy,0.0,9.08,0.64,1022.64,0.0,0.0
5405,Limonade,,5,2,2018,2,16,1518778800,cloudy,0.0,8.66,0.9,1026.5,0.0,0.0
5605,Livraison,UberEats,2,4,2018,2,27,1519758000,partly-cloudy-night,0.0,-4.18,0.44,1014.16,0.0,0.0
11701,À emporter,KM,2,2,2019,2,19,1550574000,partly-cloudy-day,0.0,11.1,0.64,1023.06,0.0,0.0
13654,Livraison,Deliveroo,5,3,2019,6,28,1561730400,clear-day,0.0,35.37,0.43,1016.82,0.0,0.0
6220,À emporter,,6,4,2018,3,31,1522519200,rain,0.04,7.78,0.71,1004.95,0.0,0.0
4925,Limonade,,6,3,2018,1,20,1516460400,rain,0.21,6.0,0.88,1008.94,0.0,0.0
3951,Limonade,,6,4,2017,11,11,1510426800,rain,0.31,9.83,0.9,1018.18,0.0,0.0
7289,Livraison,KM,3,3,2018,5,30,1527688800,partly-cloudy-day,,20.72,0.65,,0.0,-0.05633333333333334
7282,Limonade,UberEats,3,2,2018,5,30,1527674400,partly-cloudy-day,,22.28,0.65,,0.0,0.0
9158,Livraison,UberEats,4,2,2018,9,6,1536228000,partly-cloudy-day,0.36,22.05,0.62,1014.42,0.0,0.0
2128,Livraison,Deliveroo,2,2,2017,5,30,1496138400,partly-cloudy-day,0.0,25.68,0.53,1016.4,1.0,3.443650793650794
13379,Livraison,Deliveroo,7,4,2019,6,9,1560103200,rain,1.23,16.54,0.89,1016.59,0.0,0.0
12067,Livraison,Deliveroo,4,4,2019,3,14,1552590000,rain,2.6,7.86,0.9,1018.67,0.0,0.0
13688,À emporter,Deliveroo,7,4,2019,6,30,1561917600,partly-cloudy-day,0.07,34.46,0.45,1016.48,0.0,0.0
5408,Livraison,Foodora,5,2,2018,2,16,1518778800,cloudy,0.0,8.66,0.9,1026.5,0.0,0.0
6021,Livraison,AlloResto,2,4,2018,3,20,1521572400,partly-cloudy-night,0.0,4.12,0.57,1019.22,0.0,0.0
6257,Livraison,UberEats,1,4,2018,4,2,1522692000,cloudy,0.0,14.19,0.43,1006.86,0.0,0.0
5784,À emporter,AlloResto,5,4,2018,3,9,1520622000,cloudy,0.0,13.21,0.62,1009.35,0.0,0.0
4066,Livraison,KM,1,4,2017,11,20,1511204400,clear-night,0.0,2.29,0.87,1025.42,0.0,-8.250785714285715
13362,À emporter,,6,4,2019,6,8,1560016800,partly-cloudy-day,0.0,23.0,0.25,1022.15,0.0,-2.004166666666667
6273,Livraison,UberEats,2,4,2018,4,3,1522778400,cloudy,0.0,17.25,0.47,1004.35,0.0,0.0
4309,Limonade,,5,3,2017,12,8,1512745200,partly-cloudy-day,0.0,6.79,0.7,1020.97,0.0,-0.6528571428571428
3479,À emporter,,4,2,2017,10,5,1507197600,clear-day,0.0,17.82,0.64,1022.56,0.0,0.4413333333333334
11428,À emporter,,5,2,2019,2,1,1549018800,rain,0.74,6.3,0.86,989.64,0.0,0.0
5640,Livraison,UberEats,4,4,2018,3,1,1519930800,cloudy,0.0,6.41,0.75,992.95,0.0,0.0
10655,Limonade,,5,3,2018,12,7,1544194800,partly-cloudy-day,0.0,14.52,0.62,1016.8,0.0,0.0
13068,Sur place,,7,4,2019,5,19,1558288800,cloudy,0.13,16.37,0.64,1006.37,-8.0,-1.701888888888889
8522,Limonade,,6,3,2018,8,4,1533391200,partly-cloudy-day,0.0,36.36,0.26,1015.77,0.0,0.0
8062,À emporter,KM,2,3,2018,7,10,1531231200,clear-day,,27.83,0.32,,0.0,0.0
13216,Limonade,,4,2,2019,5,30,1559210400,partly-cloudy-day,0.0,19.85,0.42,1025.21,0.0,0.0
1409,Sur place,,7,4,2017,4,9,1491760800,clear-day,0.0,22.71,0.33,1020.99,19.0,9.206666666666669
5824,Livraison,Foodora,7,4,2018,3,11,1520794800,cloudy,0.26,11.75,0.75,995.82,0.0,0.0
11723,Sur place,,3,3,2019,2,20,1550674800,clear-day,0.0,15.15,0.45,1023.99,0.0,-0.044000000000000004
10344,Limonade,,1,2,2018,11,19,1542625200,cloudy,0.01,2.39,0.84,1008.04,0.0,0.0
8556,Livraison,KM,1,2,2018,8,6,1533549600,partly-cloudy-day,0.01,31.81,0.4,1015.39,0.0,-0.3993333333333334
9053,Limonade,,5,3,2018,8,31,1535724000,partly-cloudy-day,0.0,23.52,0.44,1019.01,0.0,0.0
7883,Livraison,Deliveroo,6,4,2018,6,30,1530381600,clear-day,,32.28,0.29,,0.0,0.0
3084,À emporter,,5,2,2017,8,18,1503050400,partly-cloudy-day,0.0,28.16,0.52,1014.95,0.0,2.9783477633477635
10355,Livraison,Deliveroo,1,4,2018,11,19,1542654000,cloudy,0.03,1.9,0.8,1005.51,0.0,0.0
9574,Limonade,,1,2,2018,10,1,1538388000,cloudy,0.13,13.12,0.65,1019.33,0.0,0.0
8965,Sur place,,1,2,2018,8,27,1535364000,clear-day,0.0,24.43,0.34,1017.72,0.0,0.0
8391,À emporter,,7,3,2018,7,29,1532872800,partly-cloudy-day,0.0,31.06,0.38,1013.47,0.0,0.0
9096,Livraison,KM,7,4,2018,9,2,1535911200,partly-cloudy-day,0.0,23.02,0.43,1016.98,0.0,-4.839182539682541
11009,Livraison,UberEats,3,4,2019,1,2,1546455600,clear-night,0.0,3.66,0.61,1036.89,0.0,0.0
13401,Livraison,UberEats,2,2,2019,6,11,1560247200,cloudy,0.02,14.32,0.79,1011.6,0.0,0.0
4728,Sur place,,2,2,2018,1,9,1515495600,rain,0.09,7.6,0.9,1013.93,0.0,0.0
811,À emporter,,3,2,2017,3,1,1488366000,cloudy,0.0,9.72,0.54,1016.65,3.0,8.79442857142857
10352,Sur place,,1,3,2018,11,19,1542639600,cloudy,0.0,2.01,0.79,1006.03,0.0,0.0
8429,À emporter,,2,2,2018,7,31,1533031200,clear-day,0.0,30.07,0.43,1017.6,0.0,0.0
7673,Limonade,,2,2,2018,6,19,1529402400,partly-cloudy-day,,24.27,0.53,,0.0,0.0
351,Livraison,Deliveroo,6,3,2017,1,28,1485615600,cloudy,0.0,9.97,0.54,1019.46,15.0,16.20297619047619
11829,À emporter,,3,2,2019,2,27,1551265200,partly-cloudy-day,0.0,13.28,0.52,1026.23,0.0,-2.1723492063492067
10897,À emporter,,7,3,2018,12,23,1545577200,cloudy,0.0,13.27,0.85,1027.48,0.0,0.0
9314,Sur place,,6,2,2018,9,15,1537005600,clear-day,0.0,22.07,0.39,1023.36,0.0,0.0
8952,Limonade,,7,4,2018,8,26,1535306400,clear-day,0.0,21.62,0.29,1015.48,0.0,0.0
4506,Sur place,,4,2,2017,12,21,1513854000,fog,0.0,5.62,0.9,1039.7,0.0,15.550666666666668
9020,Livraison,KM,3,4,2018,8,29,1535565600,cloudy,0.42,26.02,0.51,1018.37,0.0,-5.543619047619049
2030,À emporter,,2,2,2017,5,23,1495533600,partly-cloudy-day,0.0,24.53,0.53,1020.29,3.0,3.081428571428571
1047,À emporter,,4,4,2017,3,16,1489690800,clear-night,0.0,15.23,0.56,1020.7,11.0,-2.1792142857142855
13169,Livraison,Deliveroo,7,4,2019,5,26,1558893600,clear-day,0.0,22.71,0.4,1014.22,0.0,0.0
13664,À emporter,,6,2,2019,6,29,1561802400,clear-day,0.0,30.91,0.33,1016.18,0.0,0.0
1625,Sur place,,1,4,2017,4,24,1493056800,partly-cloudy-day,0.0,19.37,0.49,1010.5,26.0,24.606333333333342
4466,Livraison,KM,1,2,2017,12,18,1513594800,rain,0.03,1.71,0.93,1023.65,0.0,-0.5187142857142857
4693,Sur place,,7,3,2018,1,7,1515337200,cloudy,0.0,8.74,0.83,1011.66,0.0,0.0
3277,Sur place,,6,4,2017,9,9,1504980000,rain,0.18,14.92,0.75,1004.67,0.0,22.684642857142855
13719,Limonade,,2,4,2019,7,2,1562090400,partly-cloudy-day,0.0,28.43,0.43,1017.23,0.0,0.0
10044,Sur place,,3,2,2018,10,31,1540983600,cloudy,0.05,11.47,0.71,1010.74,0.0,0.0
10656,Livraison,Deliveroo,5,3,2018,12,7,1544194800,partly-cloudy-day,0.0,14.52,0.62,1016.8,0.0,0.0
616,Livraison,AlloResto,4,2,2017,2,16,1487242800,partly-cloudy-day,0.0,13.51,0.61,1033.0,1.0,2.7692063492063492
11090,À emporter,,2,4,2019,1,8,1546974000,fog,0.07,4.56,0.9,1024.69,0.0,-1.7522063492063493
11832,Sur place,,3,2,2019,2,27,1551265200,partly-cloudy-day,0.0,13.28,0.52,1026.23,0.0,-1.6427619047619049
11139,À emporter,,6,2,2019,1,12,1547290800,cloudy,0.02,5.03,0.85,1028.77,0.0,0.0
10518,Livraison,UberEats,3,4,2018,11,28,1543431600,partly-cloudy-night,0.0,6.13,0.82,1023.34,0.0,0.0
11454,Livraison,KM,6,4,2019,2,2,1549134000,rain,0.76,2.76,0.9,1004.48,0.0,0.0
12728,Livraison,UberEats,6,4,2019,4,27,1556388000,cloudy,0.11,13.11,0.55,1022.62,0.0,0.0
8110,Livraison,AlloResto,4,4,2018,7,12,1531418400,clear-day,,26.83,0.33,,0.0,0.0
3566,Livraison,KM,4,4,2017,10,12,1507831200,clear-night,0.0,17.01,0.68,1026.67,0.0,-6.717738095238095
8071,Livraison,Deliveroo,2,4,2018,7,10,1531245600,clear-day,,26.28,0.36,,0.0,0.0
5087,Sur place,,1,2,2018,1,29,1517223600,cloudy,0.0,9.33,0.81,1036.78,0.0,-0.03
5095,Livraison,Foodora,1,4,2018,1,29,1517252400,cloudy,0.0,8.29,0.85,1035.1,0.0,0.0
648,Livraison,Deliveroo,6,3,2017,2,18,1487430000,clear-day,0.0,11.41,0.58,1023.57,19.0,13.011047619047622
1877,À emporter,,5,3,2017,5,12,1494597600,rain,0.7,14.49,0.88,1005.5,0.0,1.3483333333333332
1699,Livraison,KM LIVRAISON,6,4,2017,4,29,1493488800,partly-cloudy-day,0.0,16.92,0.35,1011.39,18.0,31.430579365079375
2735,Livraison,Deliveroo,6,4,2017,7,15,1500141600,partly-cloudy-day,0.0,23.74,0.43,1021.16,11.0,21.104696969696967
12793,À emporter,,4,3,2019,5,2,1556805600,partly-cloudy-day,0.32,19.16,0.43,1013.48,0.0,0.0
3320,Livraison,KM,5,3,2017,9,15,1505484000,partly-cloudy-day,0.0,18.76,0.44,1012.88,0.0,-0.19485714285714284
5823,Livraison,Deliveroo,7,4,2018,3,11,1520794800,cloudy,0.26,11.75,0.75,995.82,0.0,0.0
