,frequentation,sur_place,livraison,semaine,jour,year,month,date,date_meteo,time,to_char,summary,icon,precipintensity,precipprobability,temperature,apparenttemperature,dewpoint,humidity,pressure,windspeed,windgust,windbearing,cloudcover,uvindex,visibility,ozone,heure
3819,0.0,À emporter,,4,2,2017,11,2,2017-11-02 00:00:00,1509620400,2017-02-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,16.96,16.96,8.07,0.56,1019.61,3.29,4.02,174.0,0.88,2.0,10.003,,12
3820,0.0,Limonade,,4,2,2017,11,2,2017-11-02 00:00:00,1509620400,2017-02-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,16.96,16.96,8.07,0.56,1019.61,3.29,4.02,174.0,0.88,2.0,10.003,,12
3821,0.0,Livraison,KM,4,2,2017,11,2,2017-11-02 00:00:00,1509620400,2017-02-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,16.96,16.96,8.07,0.56,1019.61,3.29,4.02,174.0,0.88,2.0,10.003,,12
3822,0.0,Sur place,,4,2,2017,11,2,2017-11-02 00:00:00,1509620400,2017-02-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,16.96,16.96,8.07,0.56,1019.61,3.29,4.02,174.0,0.88,2.0,10.003,,12
3823,0.0,À emporter,,4,3,2017,11,2,2017-11-02 00:00:00,1509634800,2017-02-11 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,18.54,18.54,9.74,0.57,1017.64,2.16,2.16,169.0,0.82,0.0,10.003,,16
3824,0.0,Livraison,KM,4,3,2017,11,2,2017-11-02 00:00:00,1509634800,2017-02-11 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,18.54,18.54,9.74,0.57,1017.64,2.16,2.16,169.0,0.82,0.0,10.003,,16
3825,0.0,Livraison,,4,3,2017,11,2,2017-11-02 00:00:00,1509634800,2017-02-11 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,18.54,18.54,9.74,0.57,1017.64,2.16,2.16,169.0,0.82,0.0,10.003,,16
3826,0.0,Sur place,,4,3,2017,11,2,2017-11-02 00:00:00,1509634800,2017-02-11 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,18.54,18.54,9.74,0.57,1017.64,2.16,2.16,169.0,0.82,0.0,10.003,,16
3827,-20.0,,,4,4,2017,11,2,2017-11-02 00:00:00,1509649200,2017-02-11 20:00:00,Ciel Dégagé,clear-night,0.0,0.0,12.06,12.06,7.8,0.75,1018.79,0.98,1.34,139.0,,0.0,10.003,,20
3828,0.0,À emporter,KM,4,4,2017,11,2,2017-11-02 00:00:00,1509649200,2017-02-11 20:00:00,Ciel Dégagé,clear-night,0.0,0.0,12.06,12.06,7.8,0.75,1018.79,0.98,1.34,139.0,,0.0,10.003,,20
3829,0.0,À emporter,,4,4,2017,11,2,2017-11-02 00:00:00,1509649200,2017-02-11 20:00:00,Ciel Dégagé,clear-night,0.0,0.0,12.06,12.06,7.8,0.75,1018.79,0.98,1.34,139.0,,0.0,10.003,,20
3830,0.0,Limonade,,4,4,2017,11,2,2017-11-02 00:00:00,1509649200,2017-02-11 20:00:00,Ciel Dégagé,clear-night,0.0,0.0,12.06,12.06,7.8,0.75,1018.79,0.98,1.34,139.0,,0.0,10.003,,20
3831,0.0,Livraison,KM,4,4,2017,11,2,2017-11-02 00:00:00,1509649200,2017-02-11 20:00:00,Ciel Dégagé,clear-night,0.0,0.0,12.06,12.06,7.8,0.75,1018.79,0.98,1.34,139.0,,0.0,10.003,,20
3832,0.0,Livraison,,4,4,2017,11,2,2017-11-02 00:00:00,1509649200,2017-02-11 20:00:00,Ciel Dégagé,clear-night,0.0,0.0,12.06,12.06,7.8,0.75,1018.79,0.98,1.34,139.0,,0.0,10.003,,20
3833,0.0,Sur place,,4,4,2017,11,2,2017-11-02 00:00:00,1509649200,2017-02-11 20:00:00,Ciel Dégagé,clear-night,0.0,0.0,12.06,12.06,7.8,0.75,1018.79,0.98,1.34,139.0,,0.0,10.003,,20
3834,0.0,À emporter,,5,2,2017,11,3,2017-11-03 00:00:00,1509706800,2017-03-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.5,15.5,8.78,0.64,1015.62,0.52,0.52,137.0,0.75,2.0,10.003,,12
3835,0.0,À emporter,,5,2,2017,11,3,2017-11-03 00:00:00,1509706800,2017-03-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.5,15.5,8.78,0.64,1015.62,0.52,0.52,137.0,0.75,2.0,10.003,,12
3836,0.0,Limonade,,5,2,2017,11,3,2017-11-03 00:00:00,1509706800,2017-03-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.5,15.5,8.78,0.64,1015.62,0.52,0.52,137.0,0.75,2.0,10.003,,12
3837,0.0,Livraison,KM,5,2,2017,11,3,2017-11-03 00:00:00,1509706800,2017-03-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.5,15.5,8.78,0.64,1015.62,0.52,0.52,137.0,0.75,2.0,10.003,,12
3838,0.0,Livraison,,5,2,2017,11,3,2017-11-03 00:00:00,1509706800,2017-03-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.5,15.5,8.78,0.64,1015.62,0.52,0.52,137.0,0.75,2.0,10.003,,12
3839,0.0,Sur place,,5,2,2017,11,3,2017-11-03 00:00:00,1509706800,2017-03-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.5,15.5,8.78,0.64,1015.62,0.52,0.52,137.0,0.75,2.0,10.003,,12
3840,0.0,Sur place,,5,2,2017,11,3,2017-11-03 00:00:00,1509706800,2017-03-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.5,15.5,8.78,0.64,1015.62,0.52,0.52,137.0,0.75,2.0,10.003,,12
3841,0.0,À emporter,,5,3,2017,11,3,2017-11-03 00:00:00,1509721200,2017-03-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,17.34,17.34,9.0,0.58,1013.45,0.45,0.45,127.0,0.88,0.0,10.003,,16
3842,0.0,Sur place,,5,3,2017,11,3,2017-11-03 00:00:00,1509721200,2017-03-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,17.34,17.34,9.0,0.58,1013.45,0.45,0.45,127.0,0.88,0.0,10.003,,16
3843,-10.0,,,5,4,2017,11,3,2017-11-03 00:00:00,1509735600,2017-03-11 20:00:00,Ciel Nuageux,partly-cloudy-night,0.0,0.0,11.92,11.92,7.78,0.76,1014.07,0.73,0.73,108.0,0.8,0.0,10.003,,20
3844,0.0,À emporter,KM,5,4,2017,11,3,2017-11-03 00:00:00,1509735600,2017-03-11 20:00:00,Ciel Nuageux,partly-cloudy-night,0.0,0.0,11.92,11.92,7.78,0.76,1014.07,0.73,0.73,108.0,0.8,0.0,10.003,,20
3845,0.0,À emporter,,5,4,2017,11,3,2017-11-03 00:00:00,1509735600,2017-03-11 20:00:00,Ciel Nuageux,partly-cloudy-night,0.0,0.0,11.92,11.92,7.78,0.76,1014.07,0.73,0.73,108.0,0.8,0.0,10.003,,20
3846,0.0,Limonade,,5,4,2017,11,3,2017-11-03 00:00:00,1509735600,2017-03-11 20:00:00,Ciel Nuageux,partly-cloudy-night,0.0,0.0,11.92,11.92,7.78,0.76,1014.07,0.73,0.73,108.0,0.8,0.0,10.003,,20
3847,0.0,Livraison,KM,5,4,2017,11,3,2017-11-03 00:00:00,1509735600,2017-03-11 20:00:00,Ciel Nuageux,partly-cloudy-night,0.0,0.0,11.92,11.92,7.78,0.76,1014.07,0.73,0.73,108.0,0.8,0.0,10.003,,20
3848,0.0,Sur place,,5,4,2017,11,3,2017-11-03 00:00:00,1509735600,2017-03-11 20:00:00,Ciel Nuageux,partly-cloudy-night,0.0,0.0,11.92,11.92,7.78,0.76,1014.07,0.73,0.73,108.0,0.8,0.0,10.003,,20
3849,0.0,À emporter,,6,2,2017,11,4,2017-11-04 00:00:00,1509793200,2017-04-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,17.94,17.94,10.76,0.63,1012.81,3.66,3.66,171.0,0.75,2.0,10.003,,12
3850,0.0,Limonade,,6,2,2017,11,4,2017-11-04 00:00:00,1509793200,2017-04-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,17.94,17.94,10.76,0.63,1012.81,3.66,3.66,171.0,0.75,2.0,10.003,,12
3851,0.0,Livraison,KM,6,2,2017,11,4,2017-11-04 00:00:00,1509793200,2017-04-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,17.94,17.94,10.76,0.63,1012.81,3.66,3.66,171.0,0.75,2.0,10.003,,12
3852,0.0,Sur place,,6,2,2017,11,4,2017-11-04 00:00:00,1509793200,2017-04-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,17.94,17.94,10.76,0.63,1012.81,3.66,3.66,171.0,0.75,2.0,10.003,,12
3853,0.0,À emporter,,6,3,2017,11,4,2017-11-04 00:00:00,1509807600,2017-04-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,16.19,16.19,11.58,0.74,1011.17,1.92,1.92,124.0,0.89,0.0,10.003,,16
3854,0.0,Limonade,,6,3,2017,11,4,2017-11-04 00:00:00,1509807600,2017-04-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,16.19,16.19,11.58,0.74,1011.17,1.92,1.92,124.0,0.89,0.0,10.003,,16
3855,0.0,Livraison,,6,3,2017,11,4,2017-11-04 00:00:00,1509807600,2017-04-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,16.19,16.19,11.58,0.74,1011.17,1.92,1.92,124.0,0.89,0.0,10.003,,16
3856,0.0,Sur place,,6,3,2017,11,4,2017-11-04 00:00:00,1509807600,2017-04-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,16.19,16.19,11.58,0.74,1011.17,1.92,1.92,124.0,0.89,0.0,10.003,,16
3857,0.0,Sur place,,6,3,2017,11,4,2017-11-04 00:00:00,1509807600,2017-04-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,16.19,16.19,11.58,0.74,1011.17,1.92,1.92,124.0,0.89,0.0,10.003,,16
3858,-17.0,,,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3859,0.0,À emporter,KM,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3860,0.0,À emporter,,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3861,0.0,Limonade,,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3862,0.0,Livraison,KM,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3863,0.0,Livraison,KM,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3864,0.0,Livraison,,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3865,0.0,Livraison,,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3866,0.0,Sur place,,6,4,2017,11,4,2017-11-04 00:00:00,1509822000,2017-04-11 20:00:00,Pluie Faible,rain,1.38,0.67,13.24,13.24,11.47,0.89,1011.38,1.48,2.68,197.0,0.89,0.0,5.355,,20
3867,0.0,À emporter,,1,2,2017,11,6,2017-11-06 00:00:00,1509966000,2017-06-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.56,3.55,2.42,0.7,1019.52,7.83,8.49,354.0,0.75,2.0,10.003,,12
3868,0.0,À emporter,,1,2,2017,11,6,2017-11-06 00:00:00,1509966000,2017-06-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.56,3.55,2.42,0.7,1019.52,7.83,8.49,354.0,0.75,2.0,10.003,,12
3869,0.0,Limonade,,1,2,2017,11,6,2017-11-06 00:00:00,1509966000,2017-06-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.56,3.55,2.42,0.7,1019.52,7.83,8.49,354.0,0.75,2.0,10.003,,12
3870,0.0,Livraison,,1,2,2017,11,6,2017-11-06 00:00:00,1509966000,2017-06-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.56,3.55,2.42,0.7,1019.52,7.83,8.49,354.0,0.75,2.0,10.003,,12
3871,0.0,Sur place,,1,2,2017,11,6,2017-11-06 00:00:00,1509966000,2017-06-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.56,3.55,2.42,0.7,1019.52,7.83,8.49,354.0,0.75,2.0,10.003,,12
3872,0.0,Sur place,,1,2,2017,11,6,2017-11-06 00:00:00,1509966000,2017-06-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.56,3.55,2.42,0.7,1019.52,7.83,8.49,354.0,0.75,2.0,10.003,,12
3873,0.0,À emporter,,1,3,2017,11,6,2017-11-06 00:00:00,1509980400,2017-06-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.87,4.06,1.4,0.64,1018.72,7.46,11.62,346.0,0.89,0.0,10.003,,16
3874,0.0,Limonade,,1,3,2017,11,6,2017-11-06 00:00:00,1509980400,2017-06-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.87,4.06,1.4,0.64,1018.72,7.46,11.62,346.0,0.89,0.0,10.003,,16
3875,0.0,Sur place,,1,3,2017,11,6,2017-11-06 00:00:00,1509980400,2017-06-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.87,4.06,1.4,0.64,1018.72,7.46,11.62,346.0,0.89,0.0,10.003,,16
3876,-10.0,,,1,4,2017,11,6,2017-11-06 00:00:00,1509994800,2017-06-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.63,2.57,1.34,0.69,1020.18,7.11,8.05,349.0,1.0,0.0,10.003,,20
3877,0.0,À emporter,KM,1,4,2017,11,6,2017-11-06 00:00:00,1509994800,2017-06-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.63,2.57,1.34,0.69,1020.18,7.11,8.05,349.0,1.0,0.0,10.003,,20
3878,0.0,À emporter,,1,4,2017,11,6,2017-11-06 00:00:00,1509994800,2017-06-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.63,2.57,1.34,0.69,1020.18,7.11,8.05,349.0,1.0,0.0,10.003,,20
3879,0.0,Limonade,,1,4,2017,11,6,2017-11-06 00:00:00,1509994800,2017-06-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.63,2.57,1.34,0.69,1020.18,7.11,8.05,349.0,1.0,0.0,10.003,,20
3880,0.0,Livraison,KM,1,4,2017,11,6,2017-11-06 00:00:00,1509994800,2017-06-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.63,2.57,1.34,0.69,1020.18,7.11,8.05,349.0,1.0,0.0,10.003,,20
3881,0.0,Livraison,KM,1,4,2017,11,6,2017-11-06 00:00:00,1509994800,2017-06-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.63,2.57,1.34,0.69,1020.18,7.11,8.05,349.0,1.0,0.0,10.003,,20
3882,0.0,Sur place,,1,4,2017,11,6,2017-11-06 00:00:00,1509994800,2017-06-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.63,2.57,1.34,0.69,1020.18,7.11,8.05,349.0,1.0,0.0,10.003,,20
3883,-3.0,,,2,2,2017,11,7,2017-11-07 00:00:00,1510052400,2017-07-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,6.7,3.89,2.18,0.73,1018.3,4.11,4.11,341.0,1.0,2.0,10.003,,12
3884,0.0,À emporter,,2,2,2017,11,7,2017-11-07 00:00:00,1510052400,2017-07-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,6.7,3.89,2.18,0.73,1018.3,4.11,4.11,341.0,1.0,2.0,10.003,,12
3885,0.0,Limonade,,2,2,2017,11,7,2017-11-07 00:00:00,1510052400,2017-07-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,6.7,3.89,2.18,0.73,1018.3,4.11,4.11,341.0,1.0,2.0,10.003,,12
3886,0.0,Livraison,KM,2,2,2017,11,7,2017-11-07 00:00:00,1510052400,2017-07-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,6.7,3.89,2.18,0.73,1018.3,4.11,4.11,341.0,1.0,2.0,10.003,,12
3887,0.0,Sur place,,2,2,2017,11,7,2017-11-07 00:00:00,1510052400,2017-07-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,6.7,3.89,2.18,0.73,1018.3,4.11,4.11,341.0,1.0,2.0,10.003,,12
3888,0.0,Sur place,,2,2,2017,11,7,2017-11-07 00:00:00,1510052400,2017-07-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,6.7,3.89,2.18,0.73,1018.3,4.11,4.11,341.0,1.0,2.0,10.003,,12
3889,0.0,Limonade,,2,3,2017,11,7,2017-11-07 00:00:00,1510066800,2017-07-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.42,5.06,1.86,0.68,1018.87,3.58,3.58,349.0,0.89,0.0,10.003,,16
3890,0.0,Sur place,,2,3,2017,11,7,2017-11-07 00:00:00,1510066800,2017-07-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.42,5.06,1.86,0.68,1018.87,3.58,3.58,349.0,0.89,0.0,10.003,,16
3891,0.0,À emporter,,2,4,2017,11,7,2017-11-07 00:00:00,1510081200,2017-07-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.77,5.77,2.31,0.78,1019.32,1.23,1.23,341.0,0.89,0.0,10.003,,20
3892,0.0,Limonade,,2,4,2017,11,7,2017-11-07 00:00:00,1510081200,2017-07-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.77,5.77,2.31,0.78,1019.32,1.23,1.23,341.0,0.89,0.0,10.003,,20
3893,0.0,Livraison,KM,2,4,2017,11,7,2017-11-07 00:00:00,1510081200,2017-07-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.77,5.77,2.31,0.78,1019.32,1.23,1.23,341.0,0.89,0.0,10.003,,20
3894,0.0,Sur place,,2,4,2017,11,7,2017-11-07 00:00:00,1510081200,2017-07-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.77,5.77,2.31,0.78,1019.32,1.23,1.23,341.0,0.89,0.0,10.003,,20
3895,0.0,À emporter,,3,2,2017,11,8,2017-11-08 00:00:00,1510138800,2017-08-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.22,7.22,2.97,0.74,1020.07,0.88,1.34,36.0,1.0,2.0,10.003,,12
3896,0.0,Limonade,,3,2,2017,11,8,2017-11-08 00:00:00,1510138800,2017-08-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.22,7.22,2.97,0.74,1020.07,0.88,1.34,36.0,1.0,2.0,10.003,,12
3897,0.0,Livraison,KM,3,2,2017,11,8,2017-11-08 00:00:00,1510138800,2017-08-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.22,7.22,2.97,0.74,1020.07,0.88,1.34,36.0,1.0,2.0,10.003,,12
3898,0.0,Sur place,,3,2,2017,11,8,2017-11-08 00:00:00,1510138800,2017-08-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.22,7.22,2.97,0.74,1020.07,0.88,1.34,36.0,1.0,2.0,10.003,,12
3899,0.0,Limonade,,3,3,2017,11,8,2017-11-08 00:00:00,1510153200,2017-08-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.99,6.34,2.3,0.67,1019.82,2.63,4.47,21.0,0.89,0.0,10.003,,16
3900,0.0,Sur place,,3,3,2017,11,8,2017-11-08 00:00:00,1510153200,2017-08-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.99,6.34,2.3,0.67,1019.82,2.63,4.47,21.0,0.89,0.0,10.003,,16
3901,-18.0,,,3,4,2017,11,8,2017-11-08 00:00:00,1510167600,2017-08-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.49,4.72,2.48,0.81,1021.75,1.34,1.79,354.0,0.89,0.0,10.003,,20
3902,0.0,À emporter,KM,3,4,2017,11,8,2017-11-08 00:00:00,1510167600,2017-08-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.49,4.72,2.48,0.81,1021.75,1.34,1.79,354.0,0.89,0.0,10.003,,20
3903,0.0,À emporter,,3,4,2017,11,8,2017-11-08 00:00:00,1510167600,2017-08-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.49,4.72,2.48,0.81,1021.75,1.34,1.79,354.0,0.89,0.0,10.003,,20
3904,0.0,Limonade,,3,4,2017,11,8,2017-11-08 00:00:00,1510167600,2017-08-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.49,4.72,2.48,0.81,1021.75,1.34,1.79,354.0,0.89,0.0,10.003,,20
3905,0.0,Livraison,KM,3,4,2017,11,8,2017-11-08 00:00:00,1510167600,2017-08-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.49,4.72,2.48,0.81,1021.75,1.34,1.79,354.0,0.89,0.0,10.003,,20
3906,0.0,Sur place,,3,4,2017,11,8,2017-11-08 00:00:00,1510167600,2017-08-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,5.49,4.72,2.48,0.81,1021.75,1.34,1.79,354.0,0.89,0.0,10.003,,20
3907,-1.0,,,4,2,2017,11,9,2017-11-09 00:00:00,1510225200,2017-09-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.38,5.58,2.76,0.73,1025.0,2.69,4.91,342.0,0.89,2.0,10.003,,12
3908,0.0,À emporter,,4,2,2017,11,9,2017-11-09 00:00:00,1510225200,2017-09-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.38,5.58,2.76,0.73,1025.0,2.69,4.91,342.0,0.89,2.0,10.003,,12
3909,0.0,Limonade,,4,2,2017,11,9,2017-11-09 00:00:00,1510225200,2017-09-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.38,5.58,2.76,0.73,1025.0,2.69,4.91,342.0,0.89,2.0,10.003,,12
3910,0.0,Livraison,KM,4,2,2017,11,9,2017-11-09 00:00:00,1510225200,2017-09-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.38,5.58,2.76,0.73,1025.0,2.69,4.91,342.0,0.89,2.0,10.003,,12
3911,0.0,Livraison,,4,2,2017,11,9,2017-11-09 00:00:00,1510225200,2017-09-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.38,5.58,2.76,0.73,1025.0,2.69,4.91,342.0,0.89,2.0,10.003,,12
3912,0.0,Sur place,,4,2,2017,11,9,2017-11-09 00:00:00,1510225200,2017-09-11 12:00:00,Ciel Couvert,cloudy,0.0,0.0,7.38,5.58,2.76,0.73,1025.0,2.69,4.91,342.0,0.89,2.0,10.003,,12
3913,0.0,Limonade,,4,3,2017,11,9,2017-11-09 00:00:00,1510239600,2017-09-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.03,4.75,2.25,0.72,1025.82,3.3,4.02,336.0,0.89,0.0,10.003,,16
3914,0.0,Sur place,,4,3,2017,11,9,2017-11-09 00:00:00,1510239600,2017-09-11 16:00:00,Ciel Couvert,cloudy,0.0,0.0,7.03,4.75,2.25,0.72,1025.82,3.3,4.02,336.0,0.89,0.0,10.003,,16
3915,-18.0,,,4,4,2017,11,9,2017-11-09 00:00:00,1510254000,2017-09-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.07,4.18,2.19,0.76,1027.94,2.48,2.48,358.0,1.0,0.0,10.003,,20
3916,0.0,À emporter,KM,4,4,2017,11,9,2017-11-09 00:00:00,1510254000,2017-09-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.07,4.18,2.19,0.76,1027.94,2.48,2.48,358.0,1.0,0.0,10.003,,20
3917,0.0,À emporter,,4,4,2017,11,9,2017-11-09 00:00:00,1510254000,2017-09-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.07,4.18,2.19,0.76,1027.94,2.48,2.48,358.0,1.0,0.0,10.003,,20
3918,0.0,Limonade,,4,4,2017,11,9,2017-11-09 00:00:00,1510254000,2017-09-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.07,4.18,2.19,0.76,1027.94,2.48,2.48,358.0,1.0,0.0,10.003,,20
3919,0.0,Livraison,KM,4,4,2017,11,9,2017-11-09 00:00:00,1510254000,2017-09-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.07,4.18,2.19,0.76,1027.94,2.48,2.48,358.0,1.0,0.0,10.003,,20
3920,0.0,Sur place,,4,4,2017,11,9,2017-11-09 00:00:00,1510254000,2017-09-11 20:00:00,Ciel Couvert,cloudy,0.0,0.0,6.07,4.18,2.19,0.76,1027.94,2.48,2.48,358.0,1.0,0.0,10.003,,20
3921,-1.0,,,5,2,2017,11,10,2017-11-10 00:00:00,1510311600,2017-10-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.86,7.86,2.86,0.71,1027.11,1.24,2.68,170.0,0.75,2.0,10.003,,12
3922,0.0,À emporter,,5,2,2017,11,10,2017-11-10 00:00:00,1510311600,2017-10-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.86,7.86,2.86,0.71,1027.11,1.24,2.68,170.0,0.75,2.0,10.003,,12
3923,0.0,À emporter,,5,2,2017,11,10,2017-11-10 00:00:00,1510311600,2017-10-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.86,7.86,2.86,0.71,1027.11,1.24,2.68,170.0,0.75,2.0,10.003,,12
3924,0.0,Limonade,,5,2,2017,11,10,2017-11-10 00:00:00,1510311600,2017-10-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.86,7.86,2.86,0.71,1027.11,1.24,2.68,170.0,0.75,2.0,10.003,,12
3925,0.0,Livraison,KM,5,2,2017,11,10,2017-11-10 00:00:00,1510311600,2017-10-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.86,7.86,2.86,0.71,1027.11,1.24,2.68,170.0,0.75,2.0,10.003,,12
3926,0.0,Sur place,,5,2,2017,11,10,2017-11-10 00:00:00,1510311600,2017-10-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.86,7.86,2.86,0.71,1027.11,1.24,2.68,170.0,0.75,2.0,10.003,,12
3927,0.0,Sur place,,5,2,2017,11,10,2017-11-10 00:00:00,1510311600,2017-10-11 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,7.86,7.86,2.86,0.71,1027.11,1.24,2.68,170.0,0.75,2.0,10.003,,12
