,frequentation,sur_place,livraison,semaine,jour,year,month,date,date_meteo,time,to_char,summary,icon,precipintensity,precipprobability,temperature,apparenttemperature,dewpoint,humidity,pressure,windspeed,windgust,windbearing,cloudcover,uvindex,visibility,ozone,heure
0,21.0,À emporter,,1,2,2017,1,2,2017-01-02 00:00:00,1483354800,2017-02-01 12:00:00,Brumeux,fog,0.0,0.0,0.35,0.35,-1.01,0.91,1025.22,0.67,1.34,274.0,1.0,1.0,3.189,,12
1,94.0,Sur place,,1,2,2017,1,2,2017-01-02 00:00:00,1483354800,2017-02-01 12:00:00,Brumeux,fog,0.0,0.0,0.35,0.35,-1.01,0.91,1025.22,0.67,1.34,274.0,1.0,1.0,3.189,,12
2,4.0,À emporter,,1,3,2017,1,2,2017-01-02 00:00:00,1483369200,2017-02-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,0.87,0.87,-0.86,0.88,1025.0,1.18,1.79,327.0,1.0,0.0,10.003,,16
3,0.0,Sur place,,1,3,2017,1,2,2017-01-02 00:00:00,1483369200,2017-02-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,0.87,0.87,-0.86,0.88,1025.0,1.18,1.79,327.0,1.0,0.0,10.003,,16
4,17.0,À emporter,,1,4,2017,1,2,2017-01-02 00:00:00,1483383600,2017-02-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.13,-0.77,-0.3,0.9,1026.19,1.71,1.71,346.0,1.0,0.0,5.002,,20
5,22.0,Sur place,,1,4,2017,1,2,2017-01-02 00:00:00,1483383600,2017-02-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.13,-0.77,-0.3,0.9,1026.19,1.71,1.71,346.0,1.0,0.0,5.002,,20
6,19.0,Livraison,AlloResto,2,1,2017,1,3,2017-01-03 00:00:00,1483434000,2017-03-01 10:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.03,-3.93,-2.51,0.83,1028.43,3.47,4.47,341.0,1.0,0.0,10.003,,10
7,31.0,Livraison,Deliveroo,2,1,2017,1,3,2017-01-03 00:00:00,1483434000,2017-03-01 10:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.03,-3.93,-2.51,0.83,1028.43,3.47,4.47,341.0,1.0,0.0,10.003,,10
8,21.0,Livraison,Foodora,2,1,2017,1,3,2017-01-03 00:00:00,1483434000,2017-03-01 10:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.03,-3.93,-2.51,0.83,1028.43,3.47,4.47,341.0,1.0,0.0,10.003,,10
9,25.0,Livraison,UberEats,2,1,2017,1,3,2017-01-03 00:00:00,1483434000,2017-03-01 10:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.03,-3.93,-2.51,0.83,1028.43,3.47,4.47,341.0,1.0,0.0,10.003,,10
10,0.0,Sur place,,2,1,2017,1,3,2017-01-03 00:00:00,1483434000,2017-03-01 10:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.03,-3.93,-2.51,0.83,1028.43,3.47,4.47,341.0,1.0,0.0,10.003,,10
11,0.0,Sur place,,2,1,2017,1,3,2017-01-03 00:00:00,1483434000,2017-03-01 10:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.03,-3.93,-2.51,0.83,1028.43,3.47,4.47,341.0,1.0,0.0,10.003,,10
12,7.0,À emporter,,2,2,2017,1,3,2017-01-03 00:00:00,1483441200,2017-03-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,0.4,-3.01,-2.65,0.8,1029.28,3.0,4.02,353.0,1.0,1.0,10.003,,12
13,2.0,Livraison,AlloResto,2,2,2017,1,3,2017-01-03 00:00:00,1483441200,2017-03-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,0.4,-3.01,-2.65,0.8,1029.28,3.0,4.02,353.0,1.0,1.0,10.003,,12
14,7.0,Livraison,Deliveroo,2,2,2017,1,3,2017-01-03 00:00:00,1483441200,2017-03-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,0.4,-3.01,-2.65,0.8,1029.28,3.0,4.02,353.0,1.0,1.0,10.003,,12
15,2.0,Livraison,Foodora,2,2,2017,1,3,2017-01-03 00:00:00,1483441200,2017-03-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,0.4,-3.01,-2.65,0.8,1029.28,3.0,4.02,353.0,1.0,1.0,10.003,,12
16,7.0,Livraison,KM LIVRAISON,2,2,2017,1,3,2017-01-03 00:00:00,1483441200,2017-03-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,0.4,-3.01,-2.65,0.8,1029.28,3.0,4.02,353.0,1.0,1.0,10.003,,12
17,2.0,Livraison,UberEats,2,2,2017,1,3,2017-01-03 00:00:00,1483441200,2017-03-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,0.4,-3.01,-2.65,0.8,1029.28,3.0,4.02,353.0,1.0,1.0,10.003,,12
18,41.0,Sur place,,2,2,2017,1,3,2017-01-03 00:00:00,1483441200,2017-03-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,0.4,-3.01,-2.65,0.8,1029.28,3.0,4.02,353.0,1.0,1.0,10.003,,12
19,3.0,Sur place,,2,3,2017,1,3,2017-01-03 00:00:00,1483455600,2017-03-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,0.96,-2.02,-2.74,0.76,1029.33,2.64,3.14,8.0,1.0,0.0,10.003,,16
20,3.0,À emporter,,2,4,2017,1,3,2017-01-03 00:00:00,1483470000,2017-03-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.09,-2.44,-2.7,0.83,1030.41,1.9,1.9,350.0,1.0,0.0,10.003,,20
21,5.0,Livraison,AlloResto,2,4,2017,1,3,2017-01-03 00:00:00,1483470000,2017-03-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.09,-2.44,-2.7,0.83,1030.41,1.9,1.9,350.0,1.0,0.0,10.003,,20
22,11.0,Livraison,Deliveroo,2,4,2017,1,3,2017-01-03 00:00:00,1483470000,2017-03-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.09,-2.44,-2.7,0.83,1030.41,1.9,1.9,350.0,1.0,0.0,10.003,,20
23,11.0,Livraison,Foodora,2,4,2017,1,3,2017-01-03 00:00:00,1483470000,2017-03-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.09,-2.44,-2.7,0.83,1030.41,1.9,1.9,350.0,1.0,0.0,10.003,,20
24,22.0,Livraison,KM LIVRAISON,2,4,2017,1,3,2017-01-03 00:00:00,1483470000,2017-03-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.09,-2.44,-2.7,0.83,1030.41,1.9,1.9,350.0,1.0,0.0,10.003,,20
25,5.0,Livraison,UberEats,2,4,2017,1,3,2017-01-03 00:00:00,1483470000,2017-03-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.09,-2.44,-2.7,0.83,1030.41,1.9,1.9,350.0,1.0,0.0,10.003,,20
26,22.0,Sur place,,2,4,2017,1,3,2017-01-03 00:00:00,1483470000,2017-03-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.09,-2.44,-2.7,0.83,1030.41,1.9,1.9,350.0,1.0,0.0,10.003,,20
27,1.0,Sur place,,3,1,2017,1,4,2017-01-04 00:00:00,1483520400,2017-04-01 10:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,-1.01,-1.01,-3.23,0.85,1028.78,0.95,2.02,34.0,0.86,0.0,9.569,,10
28,4.0,À emporter,,3,2,2017,1,4,2017-01-04 00:00:00,1483527600,2017-04-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,0.61,0.61,-2.63,0.79,1028.39,0.52,1.12,110.0,0.76,1.0,9.569,,12
29,4.0,Livraison,AlloResto,3,2,2017,1,4,2017-01-04 00:00:00,1483527600,2017-04-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,0.61,0.61,-2.63,0.79,1028.39,0.52,1.12,110.0,0.76,1.0,9.569,,12
30,3.0,Livraison,Deliveroo,3,2,2017,1,4,2017-01-04 00:00:00,1483527600,2017-04-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,0.61,0.61,-2.63,0.79,1028.39,0.52,1.12,110.0,0.76,1.0,9.569,,12
31,4.0,Livraison,Foodora,3,2,2017,1,4,2017-01-04 00:00:00,1483527600,2017-04-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,0.61,0.61,-2.63,0.79,1028.39,0.52,1.12,110.0,0.76,1.0,9.569,,12
32,10.0,Livraison,KM LIVRAISON,3,2,2017,1,4,2017-01-04 00:00:00,1483527600,2017-04-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,0.61,0.61,-2.63,0.79,1028.39,0.52,1.12,110.0,0.76,1.0,9.569,,12
33,2.0,Livraison,UberEats,3,2,2017,1,4,2017-01-04 00:00:00,1483527600,2017-04-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,0.61,0.61,-2.63,0.79,1028.39,0.52,1.12,110.0,0.76,1.0,9.569,,12
34,52.0,Sur place,,3,2,2017,1,4,2017-01-04 00:00:00,1483527600,2017-04-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,0.61,0.61,-2.63,0.79,1028.39,0.52,1.12,110.0,0.76,1.0,9.569,,12
35,3.0,Sur place,,3,3,2017,1,4,2017-01-04 00:00:00,1483542000,2017-04-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,2.59,2.59,-1.73,0.73,1025.73,0.36,0.9,270.0,0.89,0.0,10.003,,16
36,4.0,À emporter,,3,4,2017,1,4,2017-01-04 00:00:00,1483556400,2017-04-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.4,2.4,-0.87,0.79,1025.14,0.72,1.34,230.0,1.0,0.0,10.003,,20
37,7.0,Livraison,AlloResto,3,4,2017,1,4,2017-01-04 00:00:00,1483556400,2017-04-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.4,2.4,-0.87,0.79,1025.14,0.72,1.34,230.0,1.0,0.0,10.003,,20
38,7.0,Livraison,Deliveroo,3,4,2017,1,4,2017-01-04 00:00:00,1483556400,2017-04-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.4,2.4,-0.87,0.79,1025.14,0.72,1.34,230.0,1.0,0.0,10.003,,20
39,6.0,Livraison,Foodora,3,4,2017,1,4,2017-01-04 00:00:00,1483556400,2017-04-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.4,2.4,-0.87,0.79,1025.14,0.72,1.34,230.0,1.0,0.0,10.003,,20
40,12.0,Livraison,KM LIVRAISON,3,4,2017,1,4,2017-01-04 00:00:00,1483556400,2017-04-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.4,2.4,-0.87,0.79,1025.14,0.72,1.34,230.0,1.0,0.0,10.003,,20
41,21.0,Livraison,UberEats,3,4,2017,1,4,2017-01-04 00:00:00,1483556400,2017-04-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.4,2.4,-0.87,0.79,1025.14,0.72,1.34,230.0,1.0,0.0,10.003,,20
42,12.0,Sur place,,3,4,2017,1,4,2017-01-04 00:00:00,1483556400,2017-04-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.4,2.4,-0.87,0.79,1025.14,0.72,1.34,230.0,1.0,0.0,10.003,,20
43,7.0,À emporter,,4,2,2017,1,5,2017-01-05 00:00:00,1483614000,2017-05-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,3.87,0.11,-0.39,0.74,1029.42,4.65,5.59,355.0,0.76,1.0,10.003,,12
44,4.0,Livraison,Deliveroo,4,2,2017,1,5,2017-01-05 00:00:00,1483614000,2017-05-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,3.87,0.11,-0.39,0.74,1029.42,4.65,5.59,355.0,0.76,1.0,10.003,,12
45,3.0,Livraison,Foodora,4,2,2017,1,5,2017-01-05 00:00:00,1483614000,2017-05-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,3.87,0.11,-0.39,0.74,1029.42,4.65,5.59,355.0,0.76,1.0,10.003,,12
46,1.0,Livraison,KM LIVRAISON,4,2,2017,1,5,2017-01-05 00:00:00,1483614000,2017-05-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,3.87,0.11,-0.39,0.74,1029.42,4.65,5.59,355.0,0.76,1.0,10.003,,12
47,4.0,Livraison,UberEats,4,2,2017,1,5,2017-01-05 00:00:00,1483614000,2017-05-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,3.87,0.11,-0.39,0.74,1029.42,4.65,5.59,355.0,0.76,1.0,10.003,,12
48,64.0,Sur place,,4,2,2017,1,5,2017-01-05 00:00:00,1483614000,2017-05-01 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,3.87,0.11,-0.39,0.74,1029.42,4.65,5.59,355.0,0.76,1.0,10.003,,12
49,14.0,À emporter,,4,4,2017,1,5,2017-01-05 00:00:00,1483642800,2017-05-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,1.49,-2.62,-1.32,0.82,1032.21,4.26,6.44,348.0,0.3,0.0,10.003,,20
50,6.0,Livraison,AlloResto,4,4,2017,1,5,2017-01-05 00:00:00,1483642800,2017-05-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,1.49,-2.62,-1.32,0.82,1032.21,4.26,6.44,348.0,0.3,0.0,10.003,,20
51,18.0,Livraison,Deliveroo,4,4,2017,1,5,2017-01-05 00:00:00,1483642800,2017-05-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,1.49,-2.62,-1.32,0.82,1032.21,4.26,6.44,348.0,0.3,0.0,10.003,,20
52,31.0,Livraison,Foodora,4,4,2017,1,5,2017-01-05 00:00:00,1483642800,2017-05-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,1.49,-2.62,-1.32,0.82,1032.21,4.26,6.44,348.0,0.3,0.0,10.003,,20
53,25.0,Livraison,KM LIVRAISON,4,4,2017,1,5,2017-01-05 00:00:00,1483642800,2017-05-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,1.49,-2.62,-1.32,0.82,1032.21,4.26,6.44,348.0,0.3,0.0,10.003,,20
54,16.0,Livraison,UberEats,4,4,2017,1,5,2017-01-05 00:00:00,1483642800,2017-05-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,1.49,-2.62,-1.32,0.82,1032.21,4.26,6.44,348.0,0.3,0.0,10.003,,20
55,16.0,Sur place,,4,4,2017,1,5,2017-01-05 00:00:00,1483642800,2017-05-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,1.49,-2.62,-1.32,0.82,1032.21,4.26,6.44,348.0,0.3,0.0,10.003,,20
56,10.0,À emporter,,5,2,2017,1,6,2017-01-06 00:00:00,1483700400,2017-06-01 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,-0.53,-4.84,-6.79,0.63,1036.9,3.88,5.59,3.0,0.44,1.0,10.003,,12
57,1.0,Livraison,AlloResto,5,2,2017,1,6,2017-01-06 00:00:00,1483700400,2017-06-01 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,-0.53,-4.84,-6.79,0.63,1036.9,3.88,5.59,3.0,0.44,1.0,10.003,,12
58,6.0,Livraison,Deliveroo,5,2,2017,1,6,2017-01-06 00:00:00,1483700400,2017-06-01 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,-0.53,-4.84,-6.79,0.63,1036.9,3.88,5.59,3.0,0.44,1.0,10.003,,12
59,5.0,Livraison,Foodora,5,2,2017,1,6,2017-01-06 00:00:00,1483700400,2017-06-01 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,-0.53,-4.84,-6.79,0.63,1036.9,3.88,5.59,3.0,0.44,1.0,10.003,,12
60,3.0,Livraison,KM LIVRAISON,5,2,2017,1,6,2017-01-06 00:00:00,1483700400,2017-06-01 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,-0.53,-4.84,-6.79,0.63,1036.9,3.88,5.59,3.0,0.44,1.0,10.003,,12
61,1.0,Livraison,UberEats,5,2,2017,1,6,2017-01-06 00:00:00,1483700400,2017-06-01 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,-0.53,-4.84,-6.79,0.63,1036.9,3.88,5.59,3.0,0.44,1.0,10.003,,12
62,63.0,Sur place,,5,2,2017,1,6,2017-01-06 00:00:00,1483700400,2017-06-01 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,-0.53,-4.84,-6.79,0.63,1036.9,3.88,5.59,3.0,0.44,1.0,10.003,,12
63,3.0,Sur place,,5,3,2017,1,6,2017-01-06 00:00:00,1483714800,2017-06-01 16:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,0.31,-4.03,-6.86,0.59,1035.39,4.18,5.59,350.0,0.19,0.0,10.003,,16
64,19.0,À emporter,,5,4,2017,1,6,2017-01-06 00:00:00,1483729200,2017-06-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,-2.32,-6.14,-7.25,0.69,1036.25,2.85,3.13,342.0,0.25,0.0,10.003,,20
65,7.0,Livraison,AlloResto,5,4,2017,1,6,2017-01-06 00:00:00,1483729200,2017-06-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,-2.32,-6.14,-7.25,0.69,1036.25,2.85,3.13,342.0,0.25,0.0,10.003,,20
66,39.0,Livraison,Deliveroo,5,4,2017,1,6,2017-01-06 00:00:00,1483729200,2017-06-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,-2.32,-6.14,-7.25,0.69,1036.25,2.85,3.13,342.0,0.25,0.0,10.003,,20
67,52.0,Livraison,Foodora,5,4,2017,1,6,2017-01-06 00:00:00,1483729200,2017-06-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,-2.32,-6.14,-7.25,0.69,1036.25,2.85,3.13,342.0,0.25,0.0,10.003,,20
68,24.0,Livraison,KM LIVRAISON,5,4,2017,1,6,2017-01-06 00:00:00,1483729200,2017-06-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,-2.32,-6.14,-7.25,0.69,1036.25,2.85,3.13,342.0,0.25,0.0,10.003,,20
69,22.0,Livraison,UberEats,5,4,2017,1,6,2017-01-06 00:00:00,1483729200,2017-06-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,-2.32,-6.14,-7.25,0.69,1036.25,2.85,3.13,342.0,0.25,0.0,10.003,,20
70,31.0,Sur place,,5,4,2017,1,6,2017-01-06 00:00:00,1483729200,2017-06-01 20:00:00,Faibles Passages Nuageux,partly-cloudy-night,0.0,0.0,-2.32,-6.14,-7.25,0.69,1036.25,2.85,3.13,342.0,0.25,0.0,10.003,,20
71,0.0,Sur place,,6,1,2017,1,7,2017-01-07 00:00:00,1483779600,2017-07-01 10:00:00,Ciel Dégagé,clear-day,0.0,0.0,-4.94,-7.11,-8.85,0.74,1037.59,1.36,2.23,6.0,0.0,0.0,9.569,,10
72,7.0,À emporter,,6,2,2017,1,7,2017-01-07 00:00:00,1483786800,2017-07-01 12:00:00,Ciel Dégagé,clear-day,0.0,0.0,-2.55,-4.56,-8.29,0.65,1037.36,1.44,2.68,26.0,,,10.003,,12
73,51.0,Sur place,,6,2,2017,1,7,2017-01-07 00:00:00,1483786800,2017-07-01 12:00:00,Ciel Dégagé,clear-day,0.0,0.0,-2.55,-4.56,-8.29,0.65,1037.36,1.44,2.68,26.0,,,10.003,,12
74,46.0,À emporter,,6,3,2017,1,7,2017-01-07 00:00:00,1483801200,2017-07-01 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,-0.01,-1.96,-7.81,0.56,1035.12,1.62,2.23,13.0,0.64,0.0,10.003,,16
75,30.0,Sur place,,6,3,2017,1,7,2017-01-07 00:00:00,1483801200,2017-07-01 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,-0.01,-1.96,-7.81,0.56,1035.12,1.62,2.23,13.0,0.64,0.0,10.003,,16
76,14.0,À emporter,,6,4,2017,1,7,2017-01-07 00:00:00,1483815600,2017-07-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.74,-0.74,-6.74,0.64,1035.37,0.49,0.49,359.0,0.89,0.0,10.003,,20
77,4.0,Livraison,Foodora,6,4,2017,1,7,2017-01-07 00:00:00,1483815600,2017-07-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.74,-0.74,-6.74,0.64,1035.37,0.49,0.49,359.0,0.89,0.0,10.003,,20
78,175.0,Sur place,,6,4,2017,1,7,2017-01-07 00:00:00,1483815600,2017-07-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,-0.74,-0.74,-6.74,0.64,1035.37,0.49,0.49,359.0,0.89,0.0,10.003,,20
79,3.0,Sur place,,7,3,2017,1,8,2017-01-08 00:00:00,1483887600,2017-08-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,3.27,-0.55,-0.04,0.79,1031.03,4.47,4.47,351.0,0.89,0.0,10.003,,16
80,170.0,À emporter,,7,4,2017,1,8,2017-01-08 00:00:00,1483902000,2017-08-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.3,-1.51,-0.68,0.81,1031.72,4.08,4.08,354.0,0.89,0.0,9.569,,20
81,1.0,Sur place,,7,4,2017,1,8,2017-01-08 00:00:00,1483902000,2017-08-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,2.3,-1.51,-0.68,0.81,1031.72,4.08,4.08,354.0,0.89,0.0,9.569,,20
82,6.0,À emporter,,1,2,2017,1,9,2017-01-09 00:00:00,1483959600,2017-09-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,1.74,0.17,-1.76,0.78,1030.89,1.54,1.54,15.0,0.89,1.0,10.003,,12
83,11.0,Livraison,Deliveroo,1,2,2017,1,9,2017-01-09 00:00:00,1483959600,2017-09-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,1.74,0.17,-1.76,0.78,1030.89,1.54,1.54,15.0,0.89,1.0,10.003,,12
84,1.0,Livraison,Foodora,1,2,2017,1,9,2017-01-09 00:00:00,1483959600,2017-09-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,1.74,0.17,-1.76,0.78,1030.89,1.54,1.54,15.0,0.89,1.0,10.003,,12
85,9.0,Livraison,KM LIVRAISON,1,2,2017,1,9,2017-01-09 00:00:00,1483959600,2017-09-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,1.74,0.17,-1.76,0.78,1030.89,1.54,1.54,15.0,0.89,1.0,10.003,,12
86,1.0,Livraison,UberEats,1,2,2017,1,9,2017-01-09 00:00:00,1483959600,2017-09-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,1.74,0.17,-1.76,0.78,1030.89,1.54,1.54,15.0,0.89,1.0,10.003,,12
87,41.0,Sur place,,1,2,2017,1,9,2017-01-09 00:00:00,1483959600,2017-09-01 12:00:00,Ciel Couvert,cloudy,0.0,0.0,1.74,0.17,-1.76,0.78,1030.89,1.54,1.54,15.0,0.89,1.0,10.003,,12
88,1.0,Livraison,Foodora,1,3,2017,1,9,2017-01-09 00:00:00,1483974000,2017-09-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,3.28,3.28,-1.69,0.7,1028.05,0.94,1.79,354.0,1.0,0.0,10.003,,16
89,2.0,Sur place,,1,3,2017,1,9,2017-01-09 00:00:00,1483974000,2017-09-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,3.28,3.28,-1.69,0.7,1028.05,0.94,1.79,354.0,1.0,0.0,10.003,,16
90,8.0,À emporter,,1,4,2017,1,9,2017-01-09 00:00:00,1483988400,2017-09-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.45,1.45,-1.69,0.8,1025.84,0.82,0.82,125.0,1.0,0.0,10.003,,20
91,11.0,Livraison,AlloResto,1,4,2017,1,9,2017-01-09 00:00:00,1483988400,2017-09-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.45,1.45,-1.69,0.8,1025.84,0.82,0.82,125.0,1.0,0.0,10.003,,20
92,17.0,Livraison,Deliveroo,1,4,2017,1,9,2017-01-09 00:00:00,1483988400,2017-09-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.45,1.45,-1.69,0.8,1025.84,0.82,0.82,125.0,1.0,0.0,10.003,,20
93,10.0,Livraison,Foodora,1,4,2017,1,9,2017-01-09 00:00:00,1483988400,2017-09-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.45,1.45,-1.69,0.8,1025.84,0.82,0.82,125.0,1.0,0.0,10.003,,20
94,15.0,Livraison,KM LIVRAISON,1,4,2017,1,9,2017-01-09 00:00:00,1483988400,2017-09-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.45,1.45,-1.69,0.8,1025.84,0.82,0.82,125.0,1.0,0.0,10.003,,20
95,14.0,Livraison,UberEats,1,4,2017,1,9,2017-01-09 00:00:00,1483988400,2017-09-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.45,1.45,-1.69,0.8,1025.84,0.82,0.82,125.0,1.0,0.0,10.003,,20
96,4.0,Sur place,,1,4,2017,1,9,2017-01-09 00:00:00,1483988400,2017-09-01 20:00:00,Ciel Couvert,cloudy,0.0,0.0,1.45,1.45,-1.69,0.8,1025.84,0.82,0.82,125.0,1.0,0.0,10.003,,20
97,5.0,À emporter,,2,2,2017,1,10,2017-01-10 00:00:00,1484046000,2017-10-01 12:00:00,Bruine,rain,0.08,0.76,2.35,2.35,0.71,0.89,1012.65,1.09,1.09,345.0,1.0,1.0,1.797,,12
98,5.0,Livraison,Deliveroo,2,2,2017,1,10,2017-01-10 00:00:00,1484046000,2017-10-01 12:00:00,Bruine,rain,0.08,0.76,2.35,2.35,0.71,0.89,1012.65,1.09,1.09,345.0,1.0,1.0,1.797,,12
99,1.0,Livraison,Foodora,2,2,2017,1,10,2017-01-10 00:00:00,1484046000,2017-10-01 12:00:00,Bruine,rain,0.08,0.76,2.35,2.35,0.71,0.89,1012.65,1.09,1.09,345.0,1.0,1.0,1.797,,12
100,3.0,Livraison,UberEats,2,2,2017,1,10,2017-01-10 00:00:00,1484046000,2017-10-01 12:00:00,Bruine,rain,0.08,0.76,2.35,2.35,0.71,0.89,1012.65,1.09,1.09,345.0,1.0,1.0,1.797,,12
101,35.0,Sur place,,2,2,2017,1,10,2017-01-10 00:00:00,1484046000,2017-10-01 12:00:00,Bruine,rain,0.08,0.76,2.35,2.35,0.71,0.89,1012.65,1.09,1.09,345.0,1.0,1.0,1.797,,12
102,1.0,À emporter,,2,3,2017,1,10,2017-01-10 00:00:00,1484060400,2017-10-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,3.91,2.48,1.62,0.85,1012.43,1.68,1.68,31.0,0.89,0.0,4.007,,16
103,1.0,Sur place,,2,3,2017,1,10,2017-01-10 00:00:00,1484060400,2017-10-01 16:00:00,Ciel Couvert,cloudy,0.0,0.0,3.91,2.48,1.62,0.85,1012.43,1.68,1.68,31.0,0.89,0.0,4.007,,16
104,21.0,À emporter,,2,4,2017,1,10,2017-01-10 00:00:00,1484074800,2017-10-01 20:00:00,Bruine Possible,rain,0.04,0.49,3.35,1.86,1.45,0.87,1015.16,1.66,1.66,343.0,0.89,0.0,8.705,,20
