"frequentation";"ca_ttc";"ca_ht";"date_commande";"midi_soir";"jour_semaine";"sur_place";"type_vente";"livraison";"nb_commandes"
17;267.90000000;243.22121210;2017-01-19;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;1
31;440.00000000;399.99999993;2017-01-19;"4 - Soir";"4 - Jeudi";Livraison;CA;Foodora;1
42;604.25000000;548.99393937;2017-01-19;"4 - Soir";"4 - Jeudi";Livraison;CA;KM LIVRAISON;1
25;378.80000000;344.36363635;2017-01-19;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;1
2;34.00000000;30.90909090;2017-01-19;"4 - Soir";"4 - Jeudi";Sur place;CA;;3
6;92.00000000;83.63636362;2017-01-19;"4 - Soir";"4 - Jeudi";Sur place;CA;;8
4;33.50000000;30.45454546;2017-01-19;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;;1
0;0;0;2017-01-20;"";"5 - Vendredi";"";CA;"";0
16;221.20000000;201.09090911;2017-01-20;"2 - Midi";"5 - Vendredi";À emporter;CA;;15
2;31.00000000;28.18181818;2017-01-20;"2 - Midi";"5 - Vendredi";Livraison;CA;AlloResto;1
7;106.90000000;97.18181817;2017-01-20;"2 - Midi";"5 - Vendredi";Livraison;CA;Deliveroo;1
2;33.00000000;30.00000000;2017-01-20;"2 - Midi";"5 - Vendredi";Livraison;CA;Foodora;1
33;496.49000000;451.35454537;2017-01-20;"2 - Midi";"5 - Vendredi";Livraison;CA;KM LIVRAISON;1
11;157.00000000;142.72727272;2017-01-20;"2 - Midi";"5 - Vendredi";Livraison;CA;UberEats;1
65;862.55000000;780.21363651;2017-01-20;"2 - Midi";"5 - Vendredi";Sur place;CA;;55
5;65.50000000;59.54545456;2017-01-20;"3 - Après-midi";"5 - Vendredi";À emporter;CA;;5
0;2.38000000;2.16363636;2017-01-20;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;1
11;154.00000000;140.00000000;2017-01-20;"4 - Soir";"5 - Vendredi";À emporter;CA;;6
16;245.00000000;222.72727269;2017-01-20;"4 - Soir";"5 - Vendredi";Livraison;CA;AlloResto;1
22;384.70000000;348.14848485;2017-01-20;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;1
34;498.90000000;453.54545453;2017-01-20;"4 - Soir";"5 - Vendredi";Livraison;CA;Foodora;1
36;503.23000000;456.82424245;2017-01-20;"4 - Soir";"5 - Vendredi";Livraison;CA;KM LIVRAISON;1
38;586.00000000;532.72727264;2017-01-20;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;3
42;591.80000000;534.26363637;2017-01-20;"4 - Soir";"5 - Vendredi";Sur place;CA;;33
6;50.00000000;45.45454547;2017-01-20;"4 - Soir";"5 - Vendredi";Sur place;Conso Perso;;1
0;0;0;2017-01-21;"";"6 - Samedi";"";CA;"";0
8;90.50000000;82.27272726;2017-01-21;"2 - Midi";"6 - Samedi";À emporter;CA;;4
74;1024.42000000;929.54621215;2017-01-21;"2 - Midi";"6 - Samedi";Sur place;CA;;50
5;61.50000000;55.90909092;2017-01-21;"3 - Après-midi";"6 - Samedi";À emporter;CA;;2
6;86.50000000;78.63636363;2017-01-21;"3 - Après-midi";"6 - Samedi";Livraison;CA;AlloResto;1
10;135.50000000;123.18181817;2017-01-21;"3 - Après-midi";"6 - Samedi";Livraison;CA;Deliveroo;1
23;352.00000000;319.99999997;2017-01-21;"3 - Après-midi";"6 - Samedi";Livraison;CA;Foodora;1
17;229.85000000;208.60681814;2017-01-21;"3 - Après-midi";"6 - Samedi";Livraison;CA;KM LIVRAISON;1
33;507.00000000;460.90909086;2017-01-21;"3 - Après-midi";"6 - Samedi";Livraison;CA;UberEats;1
14;227.00000000;204.89393942;2017-01-21;"3 - Après-midi";"6 - Samedi";Sur place;CA;;13
19;228.00000000;207.27272727;2017-01-21;"4 - Soir";"6 - Samedi";À emporter;CA;;7
8;107.30000000;97.54545455;2017-01-21;"4 - Soir";"6 - Samedi";Livraison;CA;AlloResto;1
16;261.40000000;237.63636360;2017-01-21;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;1
23;348.50000000;316.81818176;2017-01-21;"4 - Soir";"6 - Samedi";Livraison;CA;Foodora;2
35;443.03000000;402.75454545;2017-01-21;"4 - Soir";"6 - Samedi";Livraison;CA;KM LIVRAISON;1
23;382.40000000;347.63636360;2017-01-21;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;1
18;265.50000000;241.36363635;2017-01-21;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;6
28;372.18000000;337.11818187;2017-01-21;"4 - Soir";"6 - Samedi";Sur place;CA;;14
5;38.50000000;35.00000001;2017-01-21;"4 - Soir";"6 - Samedi";Sur place;Conso Perso;;1
1;8.50000000;7.72727273;2017-01-22;"3 - Après-midi";"7 - Dimanche";À emporter;CA;;1
6;95.50000000;86.28787880;2017-01-22;"3 - Après-midi";"7 - Dimanche";Sur place;CA;;3
15;213.50000000;194.09090910;2017-01-22;"4 - Soir";"7 - Dimanche";À emporter;CA;;8
26;406.60000000;369.63636363;2017-01-22;"4 - Soir";"7 - Dimanche";Livraison;CA;AlloResto;1
41;647.70000000;588.49393936;2017-01-22;"4 - Soir";"7 - Dimanche";Livraison;CA;Deliveroo;1
47;708.90000000;644.45454535;2017-01-22;"4 - Soir";"7 - Dimanche";Livraison;CA;Foodora;1
50;686.71000000;623.94242421;2017-01-22;"4 - Soir";"7 - Dimanche";Livraison;CA;KM LIVRAISON;1
36;562.40000000;511.27272717;2017-01-22;"4 - Soir";"7 - Dimanche";Livraison;CA;UberEats;1
24;315.90000000;285.50227279;2017-01-22;"4 - Soir";"7 - Dimanche";Sur place;CA;;17
13;98.50000000;89.54545456;2017-01-22;"4 - Soir";"7 - Dimanche";Sur place;Conso Perso;;2
0;0;0;2017-01-23;"";"1 - Lundi";"";CA;"";0
5;69.50000000;63.18181817;2017-01-23;"2 - Midi";"1 - Lundi";À emporter;CA;;5
32;410.41000000;371.43939396;2017-01-23;"2 - Midi";"1 - Lundi";Sur place;CA;;25
6;100.00000000;90.90909090;2017-01-23;"3 - Après-midi";"1 - Lundi";Livraison;CA;Deliveroo;2
9;118.96000000;108.14545454;2017-01-23;"3 - Après-midi";"1 - Lundi";Livraison;CA;KM LIVRAISON;1
6;86.00000000;78.18181817;2017-01-23;"3 - Après-midi";"1 - Lundi";Livraison;CA;UberEats;1
7;84.50000000;76.81818183;2017-01-23;"4 - Soir";"1 - Lundi";À emporter;CA;;6
19;280.30000000;254.81818178;2017-01-23;"4 - Soir";"1 - Lundi";Livraison;CA;AlloResto;1
17;279.50000000;254.09090908;2017-01-23;"4 - Soir";"1 - Lundi";Livraison;CA;Deliveroo;1
15;239.00000000;217.27272725;2017-01-23;"4 - Soir";"1 - Lundi";Livraison;CA;Foodora;1
21;220.81000000;200.73636362;2017-01-23;"4 - Soir";"1 - Lundi";Livraison;CA;KM LIVRAISON;1
13;200.00000000;181.81818178;2017-01-23;"4 - Soir";"1 - Lundi";Livraison;CA;UberEats;1
22;325.00000000;295.14545457;2017-01-23;"4 - Soir";"1 - Lundi";Sur place;CA;;17
4;33.00000000;30.00000001;2017-01-23;"4 - Soir";"1 - Lundi";Sur place;Conso Perso;;1
0;0;0;2017-01-24;"";"2 - Mardi";"";CA;"";0
12;173.20000000;157.45454546;2017-01-24;"2 - Midi";"2 - Mardi";À emporter;CA;;11
3;37.50000000;34.09090908;2017-01-24;"2 - Midi";"2 - Mardi";Livraison;CA;AlloResto;1
0;0.00000000;0.00000000;2017-01-24;"2 - Midi";"2 - Mardi";Livraison;CA;Deliveroo;2
5;80.50000000;73.18181818;2017-01-24;"2 - Midi";"2 - Mardi";Livraison;CA;Foodora;1
2;29.00000000;26.36363637;2017-01-24;"2 - Midi";"2 - Mardi";Livraison;CA;KM LIVRAISON;1
4;63.50000000;57.72727271;2017-01-24;"2 - Midi";"2 - Mardi";Livraison;CA;UberEats;1
51;794.46000000;720.14545453;2017-01-24;"2 - Midi";"2 - Mardi";Sur place;CA;;29
0;7.20000000;6.28030303;2017-01-24;"3 - Après-midi";"2 - Mardi";Sur place;CA;;1
12;142.50000000;129.54545457;2017-01-24;"4 - Soir";"2 - Mardi";À emporter;CA;;6
20;300.20000000;272.90909093;2017-01-24;"4 - Soir";"2 - Mardi";Livraison;CA;AlloResto;1
16;247.00000000;224.54545453;2017-01-24;"4 - Soir";"2 - Mardi";Livraison;CA;Deliveroo;1
16;252.40000000;229.45454545;2017-01-24;"4 - Soir";"2 - Mardi";Livraison;CA;Foodora;1
23;332.40000000;302.18181816;2017-01-24;"4 - Soir";"2 - Mardi";Livraison;CA;KM LIVRAISON;1
10;147.50000000;134.09090909;2017-01-24;"4 - Soir";"2 - Mardi";Livraison;CA;UberEats;1
26;392.45000000;353.98030302;2017-01-24;"4 - Soir";"2 - Mardi";Sur place;CA;;18
11;105.50000000;95.90909094;2017-01-24;"4 - Soir";"2 - Mardi";Sur place;Conso Perso;;1
0;0;0;2017-01-25;"";"3 - Mercredi";"";CA;"";0
9;130.15000000;118.31818183;2017-01-25;"2 - Midi";"3 - Mercredi";À emporter;CA;;10
70;984.03000000;892.44621213;2017-01-25;"2 - Midi";"3 - Mercredi";Sur place;CA;;63
8;122.50000000;111.36363635;2017-01-25;"3 - Après-midi";"3 - Mercredi";Livraison;CA;Deliveroo;2
1;13.50000000;12.27272728;2017-01-25;"3 - Après-midi";"3 - Mercredi";Livraison;CA;Foodora;1
1;20.50000000;18.63636363;2017-01-25;"3 - Après-midi";"3 - Mercredi";Livraison;CA;KM LIVRAISON;1
5;70.00000000;63.63636362;2017-01-25;"3 - Après-midi";"3 - Mercredi";Livraison;CA;UberEats;1
2;28.00000000;25.45454546;2017-01-25;"3 - Après-midi";"3 - Mercredi";Sur place;CA;;2
8;108.83000000;98.93636364;2017-01-25;"4 - Soir";"3 - Mercredi";À emporter;CA;;6
7;112.50000000;102.27272726;2017-01-25;"4 - Soir";"3 - Mercredi";Livraison;CA;AlloResto;3
13;194.90000000;177.18181819;2017-01-25;"4 - Soir";"3 - Mercredi";Livraison;CA;Deliveroo;1
16;248.90000000;226.27272726;2017-01-25;"4 - Soir";"3 - Mercredi";Livraison;CA;Foodora;1
40;556.86000000;506.23636359;2017-01-25;"4 - Soir";"3 - Mercredi";Livraison;CA;KM LIVRAISON;1
22;316.00000000;287.27272724;2017-01-25;"4 - Soir";"3 - Mercredi";Livraison;CA;UberEats;1
32;497.40000000;446.98712125;2017-01-25;"4 - Soir";"3 - Mercredi";Sur place;CA;;23
13;114.50000000;104.09090912;2017-01-25;"4 - Soir";"3 - Mercredi";Sur place;Conso Perso;;1
0;0;0;2017-01-26;"";"4 - Jeudi";"";CA;"";0
15;197.85000000;179.86363638;2017-01-26;"2 - Midi";"4 - Jeudi";À emporter;CA;;11
4;79.10000000;71.90909091;2017-01-26;"2 - Midi";"4 - Jeudi";Livraison;CA;UberEats;1
70;978.08000000;887.37424243;2017-01-26;"2 - Midi";"4 - Jeudi";Sur place;CA;;65
4;45.00000000;40.90909091;2017-01-26;"3 - Après-midi";"4 - Jeudi";Livraison;CA;Deliveroo;1
5;77.50000000;70.45454546;2017-01-26;"3 - Après-midi";"4 - Jeudi";Livraison;CA;Foodora;1
10;134.20000000;121.99999999;2017-01-26;"4 - Soir";"4 - Jeudi";À emporter;CA;;8
16;240.00000000;218.18181817;2017-01-26;"4 - Soir";"4 - Jeudi";Livraison;CA;AlloResto;1
35;522.50000000;474.99999992;2017-01-26;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;1
28;418.50000000;380.45454542;2017-01-26;"4 - Soir";"4 - Jeudi";Livraison;CA;Foodora;1
48;643.13000000;584.01969690;2017-01-26;"4 - Soir";"4 - Jeudi";Livraison;CA;KM LIVRAISON;1
16;276.70000000;251.24999995;2017-01-26;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;1
39;531.00000000;478.62196970;2017-01-26;"4 - Soir";"4 - Jeudi";Sur place;CA;;35
4;31.00000000;28.18181819;2017-01-26;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;;1
0;0;0;2017-01-27;"";"5 - Vendredi";"";CA;"";0
8;122.00000000;110.90909090;2017-01-27;"2 - Midi";"5 - Vendredi";À emporter;CA;;8
53;760.95000000;690.69696971;2017-01-27;"2 - Midi";"5 - Vendredi";Sur place;CA;;51
5;72.50000000;65.90909092;2017-01-27;"3 - Après-midi";"5 - Vendredi";Livraison;CA;Deliveroo;1
7;110.90000000;100.81818182;2017-01-27;"3 - Après-midi";"5 - Vendredi";Livraison;CA;Foodora;1
0;0.00000000;0.00000000;2017-01-27;"3 - Après-midi";"5 - Vendredi";Livraison;CA;KM LIVRAISON;2
3;46.50000000;42.27272727;2017-01-27;"3 - Après-midi";"5 - Vendredi";Livraison;CA;UberEats;1
34;491.49000000;446.48030303;2017-01-27;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;3
17;227.25000000;206.59090908;2017-01-27;"4 - Soir";"5 - Vendredi";À emporter;CA;;8
22;328.40000000;298.54545453;2017-01-27;"4 - Soir";"5 - Vendredi";Livraison;CA;AlloResto;2
11;154.40000000;140.06818180;2017-01-27;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;5
41;640.80000000;582.24999994;2017-01-27;"4 - Soir";"5 - Vendredi";Livraison;CA;Foodora;2
101;1495.95000000;1358.26515137;2017-01-27;"4 - Soir";"5 - Vendredi";Livraison;CA;KM LIVRAISON;3
26;438.00000000;398.18181813;2017-01-27;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;3
-17;-236.79000000;-214.85909088;2017-01-27;"4 - Soir";"5 - Vendredi";Sur place;CA;;13
7;56.50000000;51.36363638;2017-01-27;"4 - Soir";"5 - Vendredi";Sur place;Conso Perso;;1
0;0;0;2017-01-28;"";"6 - Samedi";"";CA;"";0
11;158.50000000;144.09090909;2017-01-28;"2 - Midi";"6 - Samedi";À emporter;CA;;4
86;1196.40000000;1083.62045470;2017-01-28;"2 - Midi";"6 - Samedi";Sur place;CA;;51
2;31.00000000;28.18181818;2017-01-28;"3 - Après-midi";"6 - Samedi";Livraison;CA;AlloResto;1
15;228.00000000;207.27272725;2017-01-28;"3 - Après-midi";"6 - Samedi";Livraison;CA;Deliveroo;1
16;262.50000000;238.63636360;2017-01-28;"3 - Après-midi";"6 - Samedi";Livraison;CA;Foodora;1
22;269.93000000;245.39090908;2017-01-28;"3 - Après-midi";"6 - Samedi";Livraison;CA;KM LIVRAISON;1
20;317.60000000;288.72727269;2017-01-28;"3 - Après-midi";"6 - Samedi";Livraison;CA;UberEats;1
12;210.80000000;191.63636363;2017-01-28;"3 - Après-midi";"6 - Samedi";Sur place;CA;;8
19;253.80000000;230.72727278;2017-01-28;"4 - Soir";"6 - Samedi";À emporter;CA;;13
15;206.50000000;187.72727269;2017-01-28;"4 - Soir";"6 - Samedi";Livraison;CA;AlloResto;1
21;325.30000000;295.72727270;2017-01-28;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;1
31;494.90000000;449.90909081;2017-01-28;"4 - Soir";"6 - Samedi";Livraison;CA;Foodora;2
38;566.47000000;514.97272722;2017-01-28;"4 - Soir";"6 - Samedi";Livraison;CA;KM LIVRAISON;1
31;454.70000000;413.36363629;2017-01-28;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;1
59;863.60000000;782.10227276;2017-01-28;"4 - Soir";"6 - Samedi";Sur place;CA;;42
5;41.50000000;37.72727273;2017-01-28;"4 - Soir";"6 - Samedi";Sur place;Conso Perso;;1
3;46.00000000;41.28939395;2017-01-29;"3 - Après-midi";"7 - Dimanche";Sur place;CA;;3
20;291.50000000;264.99999996;2017-01-29;"4 - Soir";"7 - Dimanche";À emporter;CA;;12
20;281.00000000;255.45454541;2017-01-29;"4 - Soir";"7 - Dimanche";Livraison;CA;AlloResto;2
36;568.80000000;516.79545447;2017-01-29;"4 - Soir";"7 - Dimanche";Livraison;CA;Deliveroo;1
30;483.40000000;439.45454540;2017-01-29;"4 - Soir";"7 - Dimanche";Livraison;CA;Foodora;2
34;531.50000000;483.18181812;2017-01-29;"4 - Soir";"7 - Dimanche";Livraison;CA;KM LIVRAISON;1
19;306.90000000;277.63636360;2017-01-29;"4 - Soir";"7 - Dimanche";Livraison;CA;UberEats;1
15;231.00000000;208.82196971;2017-01-29;"4 - Soir";"7 - Dimanche";Sur place;CA;;14
12;103.00000000;93.63636365;2017-01-29;"4 - Soir";"7 - Dimanche";Sur place;Conso Perso;;1
0;0;0;2017-01-30;"";"1 - Lundi";"";CA;"";0
12;164.70000000;149.72727273;2017-01-30;"2 - Midi";"1 - Lundi";À emporter;CA;;8
52;765.60000000;692.24924247;2017-01-30;"2 - Midi";"1 - Lundi";Sur place;CA;;45
5;63.03000000;57.30000002;2017-01-30;"3 - Après-midi";"1 - Lundi";Livraison;CA;KM LIVRAISON;1
11;166.50000000;151.36363636;2017-01-30;"3 - Après-midi";"1 - Lundi";Livraison;CA;UberEats;1
4;51.90000000;47.18181818;2017-01-30;"4 - Soir";"1 - Lundi";À emporter;CA;;2
10;125.00000000;113.63636361;2017-01-30;"4 - Soir";"1 - Lundi";Livraison;CA;AlloResto;1
10;158.50000000;144.09090908;2017-01-30;"4 - Soir";"1 - Lundi";Livraison;CA;Deliveroo;1
9;166.40000000;150.97727270;2017-01-30;"4 - Soir";"1 - Lundi";Livraison;CA;Foodora;1
20;302.16000000;274.69090904;2017-01-30;"4 - Soir";"1 - Lundi";Livraison;CA;KM LIVRAISON;1
22;327.50000000;297.72727268;2017-01-30;"4 - Soir";"1 - Lundi";Livraison;CA;UberEats;1
11;143.47000000;130.42727272;2017-01-30;"4 - Soir";"1 - Lundi";Sur place;CA;;5
5;42.50000000;38.63636364;2017-01-30;"4 - Soir";"1 - Lundi";Sur place;Conso Perso;;1
0;0;0;2017-01-31;"";"2 - Mardi";"";CA;"";0
10;139.40000000;126.72727274;2017-01-31;"2 - Midi";"2 - Mardi";À emporter;CA;;9
48;693.09000000;629.20303033;2017-01-31;"2 - Midi";"2 - Mardi";Sur place;CA;;47
3;43.90000000;39.64393941;2017-01-31;"2 - Midi";"2 - Mardi";Sur place;Offert;;2
2;25.00000000;22.72727272;2017-01-31;"3 - Après-midi";"2 - Mardi";À emporter;CA;;1
3;45.50000000;41.36363636;2017-01-31;"3 - Après-midi";"2 - Mardi";Livraison;CA;AlloResto;1
3;47.90000000;43.54545454;2017-01-31;"3 - Après-midi";"2 - Mardi";Livraison;CA;Deliveroo;1
4;54.00000000;49.09090908;2017-01-31;"3 - Après-midi";"2 - Mardi";Livraison;CA;Foodora;1
4;63.00000000;57.27272728;2017-01-31;"3 - Après-midi";"2 - Mardi";Livraison;CA;UberEats;1
2;34.50000000;30.61969696;2017-01-31;"3 - Après-midi";"2 - Mardi";Sur place;CA;;3
7;77.50000000;70.45454546;2017-01-31;"4 - Soir";"2 - Mardi";À emporter;CA;;3
4;57.00000000;51.81818180;2017-01-31;"4 - Soir";"2 - Mardi";Livraison;CA;AlloResto;1
19;318.10000000;289.18181817;2017-01-31;"4 - Soir";"2 - Mardi";Livraison;CA;Deliveroo;1
23;372.80000000;338.90909087;2017-01-31;"4 - Soir";"2 - Mardi";Livraison;CA;Foodora;1
17;219.89000000;199.90000001;2017-01-31;"4 - Soir";"2 - Mardi";Livraison;CA;KM LIVRAISON;1
2;34.50000000;31.36363636;2017-01-31;"4 - Soir";"2 - Mardi";Livraison;CA;UberEats;1
22;346.50000000;309.90984852;2017-01-31;"4 - Soir";"2 - Mardi";Sur place;CA;;11
12;105.00000000;95.45454549;2017-01-31;"4 - Soir";"2 - Mardi";Sur place;Conso Perso;;1
0;0;0;2017-02-01;"";"3 - Mercredi";"";CA;"";0
9;103.58000000;94.16363639;2017-02-01;"2 - Midi";"3 - Mercredi";À emporter;CA;;4
2;31.00000000;28.18181818;2017-02-01;"2 - Midi";"3 - Mercredi";Livraison;CA;AlloResto;1
11;168.40000000;153.09090909;2017-02-01;"2 - Midi";"3 - Mercredi";Livraison;CA;Deliveroo;1
3;55.50000000;50.45454545;2017-02-01;"2 - Midi";"3 - Mercredi";Livraison;CA;Foodora;1
8;122.80000000;111.63636362;2017-02-01;"2 - Midi";"3 - Mercredi";Livraison;CA;KM LIVRAISON;1
3;46.50000000;42.27272727;2017-02-01;"2 - Midi";"3 - Mercredi";Livraison;CA;UberEats;4
48;646.56000000;586.63484848;2017-02-01;"2 - Midi";"3 - Mercredi";Sur place;CA;;35
14;165.51000000;150.46363640;2017-02-01;"4 - Soir";"3 - Mercredi";À emporter;CA;;10
2;34.90000000;31.72727272;2017-02-01;"4 - Soir";"3 - Mercredi";Livraison;CA;AlloResto;1
5;81.50000000;74.09090908;2017-02-01;"4 - Soir";"3 - Mercredi";Livraison;CA;Deliveroo;1
16;240.40000000;218.24999999;2017-02-01;"4 - Soir";"3 - Mercredi";Livraison;CA;Foodora;1
19;275.71000000;249.64469698;2017-02-01;"4 - Soir";"3 - Mercredi";Livraison;CA;KM LIVRAISON;1
10;151.00000000;137.27272727;2017-02-01;"4 - Soir";"3 - Mercredi";Livraison;CA;UberEats;1
8;112.20000000;101.99999999;2017-02-01;"4 - Soir";"3 - Mercredi";Sur place;CA;;6
11;99.50000000;90.45454547;2017-02-01;"4 - Soir";"3 - Mercredi";Sur place;Conso Perso;;1
0;0;0;2017-02-02;"";"4 - Jeudi";"";CA;"";0
1;16.90000000;15.36363637;2017-02-02;"1 - Matin";"4 - Jeudi";Sur place;CA;;2
12;166.50000000;151.36363636;2017-02-02;"2 - Midi";"4 - Jeudi";À emporter;CA;;12
0;12.50000000;11.36363636;2017-02-02;"2 - Midi";"4 - Jeudi";Livraison;CA;KM LIVRAISON;1
0;9.00000000;8.18181818;2017-02-02;"2 - Midi";"4 - Jeudi";Livraison;CA;UberEats;1
76;1021.00000000;925.84696971;2017-02-02;"2 - Midi";"4 - Jeudi";Sur place;CA;;54
4;62.00000000;56.36363636;2017-02-02;"3 - Après-midi";"4 - Jeudi";Livraison;CA;AlloResto;1
3;39.90000000;36.27272727;2017-02-02;"3 - Après-midi";"4 - Jeudi";Livraison;CA;Deliveroo;1
6;98.00000000;89.09090909;2017-02-02;"3 - Après-midi";"4 - Jeudi";Livraison;CA;Foodora;1
7;98.90000000;89.90909090;2017-02-02;"3 - Après-midi";"4 - Jeudi";Livraison;CA;UberEats;1
2;31.00000000;28.18181818;2017-02-02;"3 - Après-midi";"4 - Jeudi";Sur place;CA;;1
9;110.00000000;100.00000000;2017-02-02;"4 - Soir";"4 - Jeudi";À emporter;CA;;6
9;127.00000000;115.45454545;2017-02-02;"4 - Soir";"4 - Jeudi";Livraison;CA;AlloResto;1
20;336.30000000;305.40303024;2017-02-02;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;2
7;105.50000000;95.90909090;2017-02-02;"4 - Soir";"4 - Jeudi";Livraison;CA;Foodora;1
48;492.79000000;447.66666666;2017-02-02;"4 - Soir";"4 - Jeudi";Livraison;CA;KM LIVRAISON;1
15;220.70000000;200.63636362;2017-02-02;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;4
8;86.40000000;78.54545454;2017-02-02;"4 - Soir";"4 - Jeudi";Sur place;CA;;8
4;32.00000000;29.09090909;2017-02-02;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;;1
0;0;0;2017-02-03;"";"5 - Vendredi";"";CA;"";0
14;193.23000000;175.66363636;2017-02-03;"2 - Midi";"5 - Vendredi";À emporter;CA;;11
74;1083.22000000;979.87045461;2017-02-03;"2 - Midi";"5 - Vendredi";Sur place;CA;;65
1;18.40000000;16.72727273;2017-02-03;"3 - Après-midi";"5 - Vendredi";Livraison;CA;AlloResto;1
15;225.90000000;205.36363636;2017-02-03;"3 - Après-midi";"5 - Vendredi";Livraison;CA;Deliveroo;1
1;19.50000000;17.72727273;2017-02-03;"3 - Après-midi";"5 - Vendredi";Livraison;CA;Foodora;1
17;173.30000000;157.35606059;2017-02-03;"3 - Après-midi";"5 - Vendredi";Livraison;CA;KM LIVRAISON;1
3;44.00000000;39.99999999;2017-02-03;"3 - Après-midi";"5 - Vendredi";Livraison;CA;UberEats;1
2;25.00000000;22.72727272;2017-02-03;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;1
15;201.35000000;183.04545459;2017-02-03;"4 - Soir";"5 - Vendredi";À emporter;CA;;10
18;265.00000000;240.90909089;2017-02-03;"4 - Soir";"5 - Vendredi";Livraison;CA;AlloResto;1
19;291.50000000;264.99999995;2017-02-03;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;1
25;353.90000000;321.72727271;2017-02-03;"4 - Soir";"5 - Vendredi";Livraison;CA;Foodora;2
54;608.17000000;552.29090912;2017-02-03;"4 - Soir";"5 - Vendredi";Livraison;CA;KM LIVRAISON;1
28;438.70000000;398.52272725;2017-02-03;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;1
77;1038.87000000;939.95378804;2017-02-03;"4 - Soir";"5 - Vendredi";Sur place;CA;;36
15;119.50000000;108.63636367;2017-02-03;"4 - Soir";"5 - Vendredi";Sur place;Conso Perso;;1
0;0;0;2017-02-04;"";"6 - Samedi";"";CA;"";0
6;70.60000000;64.18181819;2017-02-04;"2 - Midi";"6 - Samedi";À emporter;CA;;5
83;1085.43000000;986.19848482;2017-02-04;"2 - Midi";"6 - Samedi";Sur place;CA;;45
1;8.50000000;7.72727273;2017-02-04;"3 - Après-midi";"6 - Samedi";À emporter;CA;;1
17;220.90000000;200.20454549;2017-02-04;"3 - Après-midi";"6 - Samedi";Sur place;CA;;13
8;96.20000000;87.45454548;2017-02-04;"4 - Soir";"6 - Samedi";À emporter;CA;;5
14;199.00000000;180.90909088;2017-02-04;"4 - Soir";"6 - Samedi";Livraison;CA;AlloResto;2
61;922.80000000;838.90909083;2017-02-04;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;5
47;756.30000000;687.54545447;2017-02-04;"4 - Soir";"6 - Samedi";Livraison;CA;Foodora;2
51;483.85000000;439.86363636;2017-02-04;"4 - Soir";"6 - Samedi";Livraison;CA;KM LIVRAISON;2
41;614.80000000;558.90909087;2017-02-04;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;3
49;667.60000000;603.00606072;2017-02-04;"4 - Soir";"6 - Samedi";Sur place;CA;;37
4;33.00000000;30.00000001;2017-02-04;"4 - Soir";"6 - Samedi";Sur place;Conso Perso;;1
2;31.00000000;28.18181820;2017-02-05;"3 - Après-midi";"7 - Dimanche";À emporter;CA;;1
2;25.00000000;22.72727274;2017-02-05;"3 - Après-midi";"7 - Dimanche";Sur place;CA;;1
11;170.40000000;154.90909091;2017-02-05;"4 - Soir";"7 - Dimanche";À emporter;CA;;10
17;207.00000000;188.18181817;2017-02-05;"4 - Soir";"7 - Dimanche";Livraison;CA;AlloResto;2
48;763.90000000;693.56818171;2017-02-05;"4 - Soir";"7 - Dimanche";Livraison;CA;Deliveroo;3
40;597.40000000;543.09090904;2017-02-05;"4 - Soir";"7 - Dimanche";Livraison;CA;Foodora;3
38;522.49000000;473.62727270;2017-02-05;"4 - Soir";"7 - Dimanche";Livraison;CA;KM LIVRAISON;1
27;407.00000000;369.99999993;2017-02-05;"4 - Soir";"7 - Dimanche";Livraison;CA;UberEats;1
14;174.50000000;157.47045456;2017-02-05;"4 - Soir";"7 - Dimanche";Sur place;CA;;9
4;32.00000000;29.09090910;2017-02-05;"4 - Soir";"7 - Dimanche";Sur place;Conso Perso;;1
0;0;0;2017-02-06;"";"1 - Lundi";"";CA;"";0
6;80.00000000;72.72727274;2017-02-06;"2 - Midi";"1 - Lundi";À emporter;CA;;5
